battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
Amaron Quanta_24V_280Ah_2374,Amaron Quanta,Tubular,280.0,24.0,0.82,452541
Blue Carbon_48V_80Ah_2375,Blue Carbon,Gel,80.0,48.0,0.85,52770
Growatt_12V_30Ah_2376,Growatt,AGM,30.0,12.0,0.83,279840
Felicity_24V_270Ah_2377,Felicity,Gel,270.0,24.0,0.85,60752
Blue Carbon_24V_20Ah_2378,Blue Carbon,Tubular,20.0,24.0,0.82,66961
Growatt_48V_210Ah_2379,Growatt,LiFePO4,210.0,48.0,0.82,377334
Luminous_24V_110Ah_2380,Luminous,Gel,110.0,24.0,0.84,234175
CWorth_24V_250Ah_2381,CWorth,Gel,250.0,24.0,0.85,126932
Felicity_12V_20Ah_2382,Felicity,LiFePO4,20.0,12.0,0.83,112999
Growatt_48V_250Ah_2383,Growatt,AGM,250.0,48.0,0.83,227530
Growatt_12V_240Ah_2384,Growatt,AGM,240.0,12.0,0.85,153971
Amaron Quanta_24V_280Ah_2385,Amaron Quanta,LiFePO4,280.0,24.0,0.82,522915
BSL_12V_280Ah_2386,BSL,LiFePO4,280.0,12.0,0.83,164614
Luminous_24V_240Ah_2387,Luminous,Gel,240.0,24.0,0.82,162700
BSL_12V_140Ah_2388,BSL,Tubular,140.0,12.0,0.83,248357
Multipower_48V_130Ah_2389,Multipower,Tubular,130.0,48.0,0.85,140887
Pylontech_24V_260Ah_2390,Pylontech,Gel,260.0,24.0,0.83,737831
BYD_12V_210Ah_2391,BYD,AGM,210.0,12.0,0.84,856290
Blue Carbon_12V_200Ah_2392,Blue Carbon,LiFePO4,200.0,12.0,0.83,94948
Growatt_48V_30Ah_2393,Growatt,Tubular,30.0,48.0,0.82,273745
Luminous_12V_90Ah_2394,Luminous,AGM,90.0,12.0,0.83,298515
Blue Carbon_24V_170Ah_2395,Blue Carbon,Gel,170.0,24.0,0.83,92357
Felicity_24V_200Ah_2396,Felicity,AGM,200.0,24.0,0.84,146583
Exulted_24V_150Ah_2397,Exulted,AGM,150.0,24.0,0.84,871152
Growatt_24V_60Ah_2398,Growatt,Gel,60.0,24.0,0.84,334248
CWorth_24V_300Ah_2399,CWorth,LiFePO4,300.0,24.0,0.84,124940
Blue Carbon_24V_200Ah_2400,Blue Carbon,AGM,200.0,24.0,0.84,136079
Blue Carbon_24V_40Ah_2401,Blue Carbon,Gel,40.0,24.0,0.83,128689
Growatt_12V_170Ah_2402,Growatt,AGM,170.0,12.0,0.83,161508
Luminous_12V_130Ah_2403,Luminous,Gel,130.0,12.0,0.83,294251
Multipower_24V_70Ah_2404,Multipower,LiFePO4,70.0,24.0,0.84,108263
Luminous_24V_240Ah_2405,Luminous,Tubular,240.0,24.0,0.83,233599
Genus_12V_210Ah_2406,Genus,AGM,210.0,12.0,0.82,605016
Exulted_12V_150Ah_2407,Exulted,LiFePO4,150.0,12.0,0.82,707267
CWorth_12V_130Ah_2408,CWorth,AGM,130.0,12.0,0.84,106022
Pylontech_24V_20Ah_2409,Pylontech,Tubular,20.0,24.0,0.84,571090
BSL_48V_220Ah_2410,BSL,Tubular,220.0,48.0,0.85,399895
Multipower_24V_70Ah_2411,Multipower,Gel,70.0,24.0,0.85,124900
Blue Carbon_48V_280Ah_2412,Blue Carbon,AGM,280.0,48.0,0.84,92620
Felicity_48V_270Ah_2413,Felicity,Gel,270.0,48.0,0.83,123859
Techfine_48V_270Ah_2414,Techfine,LiFePO4,270.0,48.0,0.84,385632
BSL_48V_190Ah_2415,BSL,Gel,190.0,48.0,0.83,160685
Techfine_12V_290Ah_2416,Techfine,Gel,290.0,12.0,0.83,268772
Felicity_24V_120Ah_2417,Felicity,AGM,120.0,24.0,0.84,124161
Pylontech_12V_260Ah_2418,Pylontech,AGM,260.0,12.0,0.84,407721
Luminous_24V_120Ah_2419,Luminous,Tubular,120.0,24.0,0.82,180252
Growatt_24V_20Ah_2420,Growatt,AGM,20.0,24.0,0.82,298689
Blue Carbon_48V_130Ah_2421,Blue Carbon,Gel,130.0,48.0,0.84,136563
Blue Carbon_24V_20Ah_2422,Blue Carbon,Gel,20.0,24.0,0.84,100611
Felicity_12V_60Ah_2423,Felicity,Tubular,60.0,12.0,0.83,129727
Luminous_24V_50Ah_2424,Luminous,Gel,50.0,24.0,0.83,170733
Blue Carbon_48V_160Ah_2425,Blue Carbon,Tubular,160.0,48.0,0.85,143489
Pylontech_24V_140Ah_2426,Pylontech,Gel,140.0,24.0,0.84,579599
Techfine_24V_180Ah_2427,Techfine,Tubular,180.0,24.0,0.82,323122
Multipower_48V_220Ah_2428,Multipower,AGM,220.0,48.0,0.82,93245
Luminous_48V_80Ah_2429,Luminous,Tubular,80.0,48.0,0.85,250158
Multipower_12V_270Ah_2430,Multipower,Gel,270.0,12.0,0.84,147227
BSL_24V_180Ah_2431,BSL,Gel,180.0,24.0,0.82,383121
Luminous_48V_70Ah_2432,Luminous,AGM,70.0,48.0,0.84,221666
Amaron Quanta_12V_300Ah_2433,Amaron Quanta,Tubular,300.0,12.0,0.82,682348
Growatt_48V_260Ah_2434,Growatt,AGM,260.0,48.0,0.84,264555
Genus_12V_30Ah_2435,Genus,LiFePO4,30.0,12.0,0.85,693649
Luminous_24V_30Ah_2436,Luminous,LiFePO4,30.0,24.0,0.84,193032
Multipower_24V_160Ah_2437,Multipower,Tubular,160.0,24.0,0.83,134669
Felicity_24V_80Ah_2438,Felicity,AGM,80.0,24.0,0.82,79026
Techfine_12V_160Ah_2439,Techfine,AGM,160.0,12.0,0.82,266477
Blue Carbon_24V_90Ah_2440,Blue Carbon,Tubular,90.0,24.0,0.82,119907
Techfine_24V_280Ah_2441,Techfine,AGM,280.0,24.0,0.85,204342
Genus_48V_140Ah_2442,Genus,AGM,140.0,48.0,0.82,673991
Genus_24V_160Ah_2443,Genus,Gel,160.0,24.0,0.82,542535
Blue Carbon_24V_90Ah_2444,Blue Carbon,Tubular,90.0,24.0,0.82,129361
CWorth_24V_70Ah_2445,CWorth,Gel,70.0,24.0,0.82,98387
Luminous_48V_270Ah_2446,Luminous,LiFePO4,270.0,48.0,0.84,301270
Multipower_48V_260Ah_2447,Multipower,LiFePO4,260.0,48.0,0.84,119369
Techfine_24V_300Ah_2448,Techfine,AGM,300.0,24.0,0.82,358811
CWorth_48V_60Ah_2449,CWorth,Gel,60.0,48.0,0.83,69019
Techfine_12V_200Ah_2450,Techfine,Gel,200.0,12.0,0.84,291536
BSL_12V_190Ah_2451,BSL,LiFePO4,190.0,12.0,0.83,370535
Luminous_48V_200Ah_2452,Luminous,Gel,200.0,48.0,0.82,158555
BSL_24V_180Ah_2453,BSL,LiFePO4,180.0,24.0,0.84,172512
Blue Carbon_12V_240Ah_2454,Blue Carbon,Gel,240.0,12.0,0.83,97116
Multipower_12V_230Ah_2455,Multipower,Tubular,230.0,12.0,0.83,106126
Growatt_24V_250Ah_2456,Growatt,Gel,250.0,24.0,0.82,213096
Genus_12V_100Ah_2457,Genus,AGM,100.0,12.0,0.82,511731
Exulted_24V_280Ah_2458,Exulted,Tubular,280.0,24.0,0.84,625287
BYD_12V_70Ah_2459,BYD,Gel,70.0,12.0,0.83,770571
Felicity_48V_170Ah_2460,Felicity,LiFePO4,170.0,48.0,0.83,70430
Felicity_24V_80Ah_2461,Felicity,LiFePO4,80.0,24.0,0.84,100960
Techfine_48V_250Ah_2462,Techfine,Gel,250.0,48.0,0.82,151446
Techfine_24V_70Ah_2463,Techfine,LiFePO4,70.0,24.0,0.85,314544
Growatt_24V_70Ah_2464,Growatt,LiFePO4,70.0,24.0,0.83,192777
Multipower_24V_60Ah_2465,Multipower,AGM,60.0,24.0,0.84,62507
Growatt_12V_220Ah_2466,Growatt,AGM,220.0,12.0,0.83,367444
Multipower_24V_40Ah_2467,Multipower,LiFePO4,40.0,24.0,0.82,130091
Pylontech_48V_200Ah_2468,Pylontech,LiFePO4,200.0,48.0,0.85,836281
Luminous_24V_240Ah_2469,Luminous,AGM,240.0,24.0,0.83,364956
Multipower_24V_150Ah_2470,Multipower,LiFePO4,150.0,24.0,0.83,58557
BSL_24V_30Ah_2471,BSL,Gel,30.0,24.0,0.84,358581
Exulted_48V_160Ah_2472,Exulted,AGM,160.0,48.0,0.85,455502
Growatt_12V_200Ah_2473,Growatt,AGM,200.0,12.0,0.84,253705
Luminous_24V_270Ah_2474,Luminous,AGM,270.0,24.0,0.82,170590
Multipower_24V_70Ah_2475,Multipower,AGM,70.0,24.0,0.82,102385
Amaron Quanta_12V_60Ah_2476,Amaron Quanta,Tubular,60.0,12.0,0.84,532413
Growatt_48V_270Ah_2477,Growatt,LiFePO4,270.0,48.0,0.85,256620
Genus_48V_150Ah_2478,Genus,Gel,150.0,48.0,0.82,798543
Growatt_48V_230Ah_2479,Growatt,Gel,230.0,48.0,0.82,397529
Techfine_48V_170Ah_2480,Techfine,AGM,170.0,48.0,0.83,194477
Growatt_12V_90Ah_2481,Growatt,Tubular,90.0,12.0,0.82,218275
Techfine_12V_160Ah_2482,Techfine,Tubular,160.0,12.0,0.84,337259
Luminous_24V_210Ah_2483,Luminous,AGM,210.0,24.0,0.84,293111
Exulted_48V_230Ah_2484,Exulted,AGM,230.0,48.0,0.85,829556
CWorth_24V_170Ah_2485,CWorth,Gel,170.0,24.0,0.83,62871
CWorth_48V_50Ah_2486,CWorth,AGM,50.0,48.0,0.85,87372
Growatt_24V_260Ah_2487,Growatt,AGM,260.0,24.0,0.83,192075
Exulted_12V_290Ah_2488,Exulted,Gel,290.0,12.0,0.85,566376
Growatt_48V_300Ah_2489,Growatt,Gel,300.0,48.0,0.83,359712
Blue Carbon_12V_220Ah_2490,Blue Carbon,Gel,220.0,12.0,0.82,77098
Pylontech_24V_170Ah_2491,Pylontech,Tubular,170.0,24.0,0.84,878342
Exulted_24V_300Ah_2492,Exulted,AGM,300.0,24.0,0.85,836740
BSL_12V_130Ah_2493,BSL,AGM,130.0,12.0,0.84,162080
Luminous_24V_290Ah_2494,Luminous,Tubular,290.0,24.0,0.82,297226
Luminous_12V_260Ah_2495,Luminous,AGM,260.0,12.0,0.82,359670
CWorth_12V_260Ah_2496,CWorth,LiFePO4,260.0,12.0,0.84,124631
Felicity_24V_230Ah_2497,Felicity,AGM,230.0,24.0,0.83,133915
Blue Carbon_12V_100Ah_2498,Blue Carbon,Gel,100.0,12.0,0.83,110078
CWorth_12V_160Ah_2499,CWorth,LiFePO4,160.0,12.0,0.82,56019
Growatt_24V_170Ah_2500,Growatt,LiFePO4,170.0,24.0,0.83,199409
Techfine_12V_160Ah_2501,Techfine,AGM,160.0,12.0,0.83,385315
Growatt_48V_190Ah_2502,Growatt,AGM,190.0,48.0,0.84,186605
Multipower_24V_160Ah_2503,Multipower,LiFePO4,160.0,24.0,0.85,109922
Luminous_48V_200Ah_2504,Luminous,LiFePO4,200.0,48.0,0.84,300595
Luminous_48V_130Ah_2505,Luminous,Tubular,130.0,48.0,0.83,368937
CWorth_12V_180Ah_2506,CWorth,LiFePO4,180.0,12.0,0.85,149398
BSL_24V_80Ah_2507,BSL,Tubular,80.0,24.0,0.84,303933
Felicity_48V_180Ah_2508,Felicity,AGM,180.0,48.0,0.84,103420
BSL_24V_260Ah_2509,BSL,Gel,260.0,24.0,0.83,399081
Multipower_12V_150Ah_2510,Multipower,LiFePO4,150.0,12.0,0.82,122308
BSL_12V_100Ah_2511,BSL,Tubular,100.0,12.0,0.83,353832
Luminous_24V_300Ah_2512,Luminous,AGM,300.0,24.0,0.82,250470
Felicity_24V_250Ah_2513,Felicity,AGM,250.0,24.0,0.82,94038
Multipower_12V_250Ah_2514,Multipower,LiFePO4,250.0,12.0,0.85,58640
Genus_48V_40Ah_2515,Genus,Gel,40.0,48.0,0.83,898028
Multipower_24V_40Ah_2516,Multipower,Tubular,40.0,24.0,0.84,120003
Growatt_24V_60Ah_2517,Growatt,LiFePO4,60.0,24.0,0.84,171710
Blue Carbon_48V_20Ah_2518,Blue Carbon,AGM,20.0,48.0,0.82,120570
Felicity_12V_50Ah_2519,Felicity,Gel,50.0,12.0,0.83,80397
Multipower_48V_210Ah_2520,Multipower,Tubular,210.0,48.0,0.84,74797
BSL_48V_270Ah_2521,BSL,AGM,270.0,48.0,0.84,195579
BSL_48V_30Ah_2522,BSL,Gel,30.0,48.0,0.82,191677
Luminous_24V_110Ah_2523,Luminous,Tubular,110.0,24.0,0.83,302615
CWorth_48V_100Ah_2524,CWorth,Gel,100.0,48.0,0.84,98222
BYD_24V_190Ah_2525,BYD,LiFePO4,190.0,24.0,0.85,507985
Felicity_12V_270Ah_2526,Felicity,LiFePO4,270.0,12.0,0.83,59516
Amaron Quanta_24V_30Ah_2527,Amaron Quanta,LiFePO4,30.0,24.0,0.83,590040
BSL_48V_210Ah_2528,BSL,LiFePO4,210.0,48.0,0.85,399681
Growatt_48V_140Ah_2529,Growatt,LiFePO4,140.0,48.0,0.84,274503
Luminous_24V_200Ah_2530,Luminous,Tubular,200.0,24.0,0.84,261029
Felicity_48V_70Ah_2531,Felicity,AGM,70.0,48.0,0.85,62145
Growatt_48V_190Ah_2532,Growatt,Gel,190.0,48.0,0.82,166057
Genus_48V_230Ah_2533,Genus,Gel,230.0,48.0,0.84,683168
Growatt_24V_150Ah_2534,Growatt,Tubular,150.0,24.0,0.82,282033
Luminous_24V_60Ah_2535,Luminous,Gel,60.0,24.0,0.84,294350
Felicity_48V_80Ah_2536,Felicity,LiFePO4,80.0,48.0,0.82,137075
Amaron Quanta_48V_110Ah_2537,Amaron Quanta,Tubular,110.0,48.0,0.83,873374
BSL_24V_250Ah_2538,BSL,Tubular,250.0,24.0,0.84,329713
Techfine_24V_70Ah_2539,Techfine,AGM,70.0,24.0,0.85,212015
Techfine_24V_120Ah_2540,Techfine,Tubular,120.0,24.0,0.84,376584
Luminous_24V_280Ah_2541,Luminous,Tubular,280.0,24.0,0.83,306107
CWorth_24V_250Ah_2542,CWorth,LiFePO4,250.0,24.0,0.85,136375
Multipower_24V_50Ah_2543,Multipower,Gel,50.0,24.0,0.84,97669
Multipower_48V_290Ah_2544,Multipower,Gel,290.0,48.0,0.85,90935
Multipower_24V_290Ah_2545,Multipower,LiFePO4,290.0,24.0,0.83,80253
CWorth_24V_70Ah_2546,CWorth,Tubular,70.0,24.0,0.85,65989
Techfine_12V_50Ah_2547,Techfine,LiFePO4,50.0,12.0,0.85,342744
Exulted_48V_120Ah_2548,Exulted,Tubular,120.0,48.0,0.84,618032
Luminous_12V_110Ah_2549,Luminous,Tubular,110.0,12.0,0.83,234925
BYD_24V_190Ah_2550,BYD,Tubular,190.0,24.0,0.83,429128
CWorth_48V_230Ah_2551,CWorth,Tubular,230.0,48.0,0.84,52831
BSL_24V_20Ah_2552,BSL,Gel,20.0,24.0,0.84,272303
Blue Carbon_24V_210Ah_2553,Blue Carbon,Tubular,210.0,24.0,0.85,148783
Genus_24V_250Ah_2554,Genus,LiFePO4,250.0,24.0,0.83,871532
Pylontech_24V_90Ah_2555,Pylontech,Gel,90.0,24.0,0.82,452563
Growatt_24V_180Ah_2556,Growatt,LiFePO4,180.0,24.0,0.82,314323
CWorth_12V_200Ah_2557,CWorth,Tubular,200.0,12.0,0.83,86973
Felicity_24V_190Ah_2558,Felicity,AGM,190.0,24.0,0.82,126307
Techfine_12V_80Ah_2559,Techfine,AGM,80.0,12.0,0.83,265272
Exulted_48V_200Ah_2560,Exulted,Gel,200.0,48.0,0.85,428260
Blue Carbon_48V_180Ah_2561,Blue Carbon,LiFePO4,180.0,48.0,0.84,135442
Felicity_48V_210Ah_2562,Felicity,LiFePO4,210.0,48.0,0.85,52423
BSL_24V_230Ah_2563,BSL,Gel,230.0,24.0,0.85,176691
Growatt_24V_220Ah_2564,Growatt,Tubular,220.0,24.0,0.83,361983
Amaron Quanta_24V_260Ah_2565,Amaron Quanta,AGM,260.0,24.0,0.82,505183
Multipower_24V_300Ah_2566,Multipower,Gel,300.0,24.0,0.84,90553
Techfine_12V_180Ah_2567,Techfine,Gel,180.0,12.0,0.82,161470
Felicity_24V_210Ah_2568,Felicity,Gel,210.0,24.0,0.84,56522
Luminous_24V_260Ah_2569,Luminous,AGM,260.0,24.0,0.82,395700
Luminous_48V_20Ah_2570,Luminous,AGM,20.0,48.0,0.85,328841
Genus_48V_140Ah_2571,Genus,AGM,140.0,48.0,0.82,785980
Growatt_48V_240Ah_2572,Growatt,LiFePO4,240.0,48.0,0.84,334988
Growatt_24V_190Ah_2573,Growatt,LiFePO4,190.0,24.0,0.84,324374
Genus_48V_50Ah_2574,Genus,Gel,50.0,48.0,0.83,730208
BSL_24V_50Ah_2575,BSL,Tubular,50.0,24.0,0.82,380468
CWorth_48V_100Ah_2576,CWorth,LiFePO4,100.0,48.0,0.84,56735
CWorth_24V_250Ah_2577,CWorth,AGM,250.0,24.0,0.82,93709
Pylontech_24V_100Ah_2578,Pylontech,Tubular,100.0,24.0,0.84,865521
Techfine_12V_30Ah_2579,Techfine,LiFePO4,30.0,12.0,0.84,272045
Felicity_24V_290Ah_2580,Felicity,Gel,290.0,24.0,0.85,109276
Blue Carbon_12V_180Ah_2581,Blue Carbon,LiFePO4,180.0,12.0,0.84,145538
Techfine_24V_110Ah_2582,Techfine,AGM,110.0,24.0,0.83,268850
Techfine_24V_190Ah_2583,Techfine,Gel,190.0,24.0,0.85,345512
Growatt_24V_170Ah_2584,Growatt,LiFePO4,170.0,24.0,0.82,193870
BSL_48V_220Ah_2585,BSL,LiFePO4,220.0,48.0,0.82,263262
Multipower_48V_270Ah_2586,Multipower,LiFePO4,270.0,48.0,0.84,67093
Growatt_48V_60Ah_2587,Growatt,AGM,60.0,48.0,0.84,188006
Techfine_48V_30Ah_2588,Techfine,Tubular,30.0,48.0,0.83,214574
BYD_12V_70Ah_2589,BYD,AGM,70.0,12.0,0.84,766213
Genus_12V_210Ah_2590,Genus,Gel,210.0,12.0,0.84,574478
Multipower_24V_130Ah_2591,Multipower,LiFePO4,130.0,24.0,0.82,78125
Blue Carbon_12V_40Ah_2592,Blue Carbon,AGM,40.0,12.0,0.83,88995
Felicity_12V_290Ah_2593,Felicity,AGM,290.0,12.0,0.82,120534
Growatt_12V_150Ah_2594,Growatt,LiFePO4,150.0,12.0,0.82,150224
BYD_48V_160Ah_2595,BYD,LiFePO4,160.0,48.0,0.85,859935
Blue Carbon_12V_60Ah_2596,Blue Carbon,Gel,60.0,12.0,0.82,70163
CWorth_48V_100Ah_2597,CWorth,Gel,100.0,48.0,0.84,95382
Pylontech_12V_120Ah_2598,Pylontech,Gel,120.0,12.0,0.84,681223
Blue Carbon_24V_20Ah_2599,Blue Carbon,LiFePO4,20.0,24.0,0.83,108079
BSL_24V_20Ah_2600,BSL,LiFePO4,20.0,24.0,0.85,287862
Techfine_12V_150Ah_2601,Techfine,Gel,150.0,12.0,0.85,214911
Techfine_24V_170Ah_2602,Techfine,Tubular,170.0,24.0,0.83,209275
Felicity_24V_20Ah_2603,Felicity,Gel,20.0,24.0,0.84,147686
Luminous_48V_170Ah_2604,Luminous,LiFePO4,170.0,48.0,0.83,355694
Blue Carbon_24V_80Ah_2605,Blue Carbon,Tubular,80.0,24.0,0.82,90334
Growatt_12V_290Ah_2606,Growatt,Tubular,290.0,12.0,0.84,207835
Pylontech_24V_30Ah_2607,Pylontech,Gel,30.0,24.0,0.83,821682
Felicity_48V_20Ah_2608,Felicity,LiFePO4,20.0,48.0,0.83,57462
Techfine_24V_40Ah_2609,Techfine,Gel,40.0,24.0,0.84,309860
Techfine_48V_210Ah_2610,Techfine,AGM,210.0,48.0,0.84,343779
CWorth_48V_210Ah_2611,CWorth,AGM,210.0,48.0,0.83,95151
Techfine_12V_110Ah_2612,Techfine,Tubular,110.0,12.0,0.83,290534
Growatt_48V_240Ah_2613,Growatt,LiFePO4,240.0,48.0,0.85,244191
Growatt_12V_240Ah_2614,Growatt,AGM,240.0,12.0,0.82,205510
CWorth_48V_90Ah_2615,CWorth,LiFePO4,90.0,48.0,0.84,128395
BSL_48V_130Ah_2616,BSL,Gel,130.0,48.0,0.83,373822
Growatt_48V_300Ah_2617,Growatt,AGM,300.0,48.0,0.83,188360
Blue Carbon_12V_160Ah_2618,Blue Carbon,Tubular,160.0,12.0,0.85,146095
Growatt_12V_200Ah_2619,Growatt,LiFePO4,200.0,12.0,0.84,252068
Felicity_12V_200Ah_2620,Felicity,Gel,200.0,12.0,0.83,96582
Multipower_12V_70Ah_2621,Multipower,Gel,70.0,12.0,0.82,136209
CWorth_24V_180Ah_2622,CWorth,Tubular,180.0,24.0,0.85,102561
BSL_48V_180Ah_2623,BSL,AGM,180.0,48.0,0.85,184904
Blue Carbon_12V_60Ah_2624,Blue Carbon,AGM,60.0,12.0,0.83,55295
Exulted_12V_250Ah_2625,Exulted,Gel,250.0,12.0,0.85,651396
Felicity_12V_210Ah_2626,Felicity,LiFePO4,210.0,12.0,0.85,67525
Luminous_48V_200Ah_2627,Luminous,Tubular,200.0,48.0,0.83,250557
Pylontech_24V_280Ah_2628,Pylontech,LiFePO4,280.0,24.0,0.82,776079
BSL_24V_80Ah_2629,BSL,Tubular,80.0,24.0,0.85,394493
Techfine_48V_190Ah_2630,Techfine,Tubular,190.0,48.0,0.83,209723
Multipower_48V_40Ah_2631,Multipower,Tubular,40.0,48.0,0.83,57045
BSL_48V_140Ah_2632,BSL,Tubular,140.0,48.0,0.85,247080
Luminous_24V_300Ah_2633,Luminous,Tubular,300.0,24.0,0.84,349536
Multipower_24V_110Ah_2634,Multipower,LiFePO4,110.0,24.0,0.84,93924
CWorth_48V_180Ah_2635,CWorth,LiFePO4,180.0,48.0,0.83,148440
Pylontech_12V_30Ah_2636,Pylontech,Tubular,30.0,12.0,0.84,633880
Multipower_48V_170Ah_2637,Multipower,Tubular,170.0,48.0,0.84,92927
Genus_12V_90Ah_2638,Genus,LiFePO4,90.0,12.0,0.82,658853
Growatt_24V_140Ah_2639,Growatt,LiFePO4,140.0,24.0,0.85,185150
Multipower_12V_40Ah_2640,Multipower,Tubular,40.0,12.0,0.82,103370
Blue Carbon_12V_290Ah_2641,Blue Carbon,LiFePO4,290.0,12.0,0.85,118228
Growatt_12V_90Ah_2642,Growatt,Gel,90.0,12.0,0.83,299362
Pylontech_24V_200Ah_2643,Pylontech,AGM,200.0,24.0,0.84,439471
Felicity_24V_200Ah_2644,Felicity,Tubular,200.0,24.0,0.83,125649
Multipower_24V_90Ah_2645,Multipower,Tubular,90.0,24.0,0.85,146916
Growatt_48V_240Ah_2646,Growatt,AGM,240.0,48.0,0.84,247035
Felicity_12V_130Ah_2647,Felicity,Tubular,130.0,12.0,0.82,63601
BSL_12V_300Ah_2648,BSL,Tubular,300.0,12.0,0.82,353445
Amaron Quanta_24V_270Ah_2649,Amaron Quanta,Gel,270.0,24.0,0.83,526075
Multipower_24V_220Ah_2650,Multipower,LiFePO4,220.0,24.0,0.82,103520
Felicity_24V_140Ah_2651,Felicity,Gel,140.0,24.0,0.84,123574
Blue Carbon_24V_260Ah_2652,Blue Carbon,LiFePO4,260.0,24.0,0.84,82735
Techfine_48V_220Ah_2653,Techfine,Gel,220.0,48.0,0.84,360985
Luminous_48V_30Ah_2654,Luminous,Tubular,30.0,48.0,0.83,385939
Genus_24V_140Ah_2655,Genus,LiFePO4,140.0,24.0,0.83,611349
Blue Carbon_48V_180Ah_2656,Blue Carbon,LiFePO4,180.0,48.0,0.83,66352
BYD_48V_80Ah_2657,BYD,Tubular,80.0,48.0,0.84,517588
BSL_48V_100Ah_2658,BSL,Gel,100.0,48.0,0.84,342141
Luminous_24V_240Ah_2659,Luminous,Gel,240.0,24.0,0.83,291799
Exulted_48V_260Ah_2660,Exulted,Gel,260.0,48.0,0.83,468845
BSL_48V_230Ah_2661,BSL,Tubular,230.0,48.0,0.85,208934
Luminous_24V_250Ah_2662,Luminous,Tubular,250.0,24.0,0.85,349026
BSL_24V_270Ah_2663,BSL,Tubular,270.0,24.0,0.83,190127
Luminous_12V_210Ah_2664,Luminous,AGM,210.0,12.0,0.84,286597
Blue Carbon_12V_290Ah_2665,Blue Carbon,AGM,290.0,12.0,0.83,113735
Luminous_48V_100Ah_2666,Luminous,LiFePO4,100.0,48.0,0.84,228775
CWorth_12V_280Ah_2667,CWorth,Tubular,280.0,12.0,0.83,131038
Blue Carbon_48V_90Ah_2668,Blue Carbon,Gel,90.0,48.0,0.85,77889
Blue Carbon_24V_250Ah_2669,Blue Carbon,LiFePO4,250.0,24.0,0.83,102345
Felicity_24V_100Ah_2670,Felicity,LiFePO4,100.0,24.0,0.85,73478
Blue Carbon_24V_140Ah_2671,Blue Carbon,Gel,140.0,24.0,0.84,143412
Multipower_24V_60Ah_2672,Multipower,LiFePO4,60.0,24.0,0.85,104106
Growatt_12V_130Ah_2673,Growatt,LiFePO4,130.0,12.0,0.85,224575
CWorth_12V_180Ah_2674,CWorth,AGM,180.0,12.0,0.83,55233
Blue Carbon_24V_200Ah_2675,Blue Carbon,AGM,200.0,24.0,0.83,128932
Multipower_48V_60Ah_2676,Multipower,LiFePO4,60.0,48.0,0.82,120485
CWorth_24V_30Ah_2677,CWorth,Tubular,30.0,24.0,0.84,90547
CWorth_12V_300Ah_2678,CWorth,Tubular,300.0,12.0,0.83,89637
CWorth_24V_240Ah_2679,CWorth,LiFePO4,240.0,24.0,0.82,144683
CWorth_24V_210Ah_2680,CWorth,LiFePO4,210.0,24.0,0.83,82986
Amaron Quanta_48V_50Ah_2681,Amaron Quanta,AGM,50.0,48.0,0.82,405652
BSL_12V_270Ah_2682,BSL,AGM,270.0,12.0,0.83,280256
Growatt_12V_210Ah_2683,Growatt,AGM,210.0,12.0,0.85,154419
Multipower_48V_120Ah_2684,Multipower,Tubular,120.0,48.0,0.83,94346
BYD_12V_260Ah_2685,BYD,Tubular,260.0,12.0,0.84,864889
BSL_24V_230Ah_2686,BSL,AGM,230.0,24.0,0.84,186533
Luminous_48V_180Ah_2687,Luminous,AGM,180.0,48.0,0.83,281020
Amaron Quanta_12V_100Ah_2688,Amaron Quanta,LiFePO4,100.0,12.0,0.84,586151
Felicity_48V_120Ah_2689,Felicity,AGM,120.0,48.0,0.84,78774
Exulted_48V_250Ah_2690,Exulted,LiFePO4,250.0,48.0,0.82,667388
Genus_24V_130Ah_2691,Genus,Gel,130.0,24.0,0.82,652917
CWorth_12V_160Ah_2692,CWorth,AGM,160.0,12.0,0.82,109314
Blue Carbon_24V_130Ah_2693,Blue Carbon,Gel,130.0,24.0,0.83,64802
CWorth_12V_20Ah_2694,CWorth,LiFePO4,20.0,12.0,0.85,70964
Luminous_12V_230Ah_2695,Luminous,Gel,230.0,12.0,0.83,342402
Blue Carbon_12V_60Ah_2696,Blue Carbon,Tubular,60.0,12.0,0.82,96491
Pylontech_24V_220Ah_2697,Pylontech,AGM,220.0,24.0,0.84,530683
CWorth_24V_60Ah_2698,CWorth,LiFePO4,60.0,24.0,0.82,55662
BSL_24V_70Ah_2699,BSL,LiFePO4,70.0,24.0,0.84,329075
Blue Carbon_24V_120Ah_2700,Blue Carbon,Gel,120.0,24.0,0.83,78562
Growatt_12V_20Ah_2701,Growatt,LiFePO4,20.0,12.0,0.85,344834
Growatt_24V_260Ah_2702,Growatt,Tubular,260.0,24.0,0.83,210848
Felicity_48V_270Ah_2703,Felicity,AGM,270.0,48.0,0.85,132411
BSL_48V_220Ah_2704,BSL,AGM,220.0,48.0,0.82,365604
Growatt_24V_80Ah_2705,Growatt,AGM,80.0,24.0,0.82,295684
Amaron Quanta_24V_100Ah_2706,Amaron Quanta,AGM,100.0,24.0,0.85,763324
BSL_24V_120Ah_2707,BSL,LiFePO4,120.0,24.0,0.84,258932
CWorth_24V_100Ah_2708,CWorth,Tubular,100.0,24.0,0.83,76015
