inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_NGN
Sungrow_4350W_2339,Sungrow,4350.0,240.0,220.0,Battery-Based,0.9,311988
Sungrow_11100W_2340,Sungrow,11100.0,24.0,220.0,Grid-Tie,0.91,1033844
PRAG_3600W_2341,PRAG,3600.0,48.0,220.0,Grid-Tie,0.88,146710
Felicity Solar_18950W_2342,Felicity Solar,18950.0,48.0,220.0,Hybrid,0.88,982104
Blue Gate_10000W_2343,Blue Gate,10000.0,48.0,220.0,Grid-Tie,0.88,315614
Growatt_15050W_2344,Growatt,15050.0,96.0,220.0,Off-Grid,0.87,1212712
Techfine_8900W_2345,Techfine,8900.0,24.0,220.0,Off-Grid,0.91,760123
Growatt_6500W_2346,Growatt,6500.0,24.0,220.0,Off-Grid,0.91,619604
Felicity Solar_10850W_2347,Felicity Solar,10850.0,48.0,220.0,Grid-Tie,0.91,575755
Blue Gate_16900W_2348,Blue Gate,16900.0,96.0,220.0,Off-Grid,0.9,959401
SMA_7000W_2349,SMA,7000.0,12.0,220.0,Grid-Tie,0.89,737229
Blue Gate_4300W_2350,Blue Gate,4300.0,48.0,220.0,Battery-Based,0.89,201202
Techfine_15150W_2351,Techfine,15150.0,96.0,220.0,Hybrid,0.92,1333472
Sungrow_19250W_2352,Sungrow,19250.0,12.0,220.0,Off-Grid,0.92,1202371
PRAG_8150W_2353,PRAG,8150.0,96.0,220.0,Multifunction,0.89,248591
Techfine_5500W_2354,Techfine,5500.0,240.0,220.0,Battery-Based,0.87,480276
PRAG_16600W_2355,PRAG,16600.0,12.0,220.0,Multifunction,0.91,606271
Kartel Solar_4800W_2356,Kartel Solar,4800.0,48.0,220.0,Multifunction,0.89,225968
Sungrow_8750W_2357,Sungrow,8750.0,48.0,220.0,Off-Grid,0.91,688689
Protonix Fortuner_4800W_2358,Protonix Fortuner,4800.0,240.0,220.0,Grid-Tie,0.87,477362
Protonix Fortuner_19250W_2359,Protonix Fortuner,19250.0,96.0,220.0,Battery-Based,0.91,1671256
Growatt_19200W_2360,Growatt,19200.0,96.0,220.0,Hybrid,0.91,1465806
PRAG_1650W_2361,PRAG,1650.0,12.0,220.0,Multifunction,0.91,85638
Victron Energy_18700W_2362,Victron Energy,18700.0,12.0,220.0,Hybrid,0.88,2437265
PRAG_10500W_2363,PRAG,10500.0,24.0,220.0,Multifunction,0.91,392669
Victron Energy_12500W_2364,Victron Energy,12500.0,12.0,220.0,Grid-Tie,0.91,1803974
Kartel Solar_1600W_2365,Kartel Solar,1600.0,48.0,220.0,Multifunction,0.89,68644
Protonix Fortuner_17050W_2366,Protonix Fortuner,17050.0,12.0,220.0,Grid-Tie,0.89,1569300
Felicity Solar_6850W_2367,Felicity Solar,6850.0,48.0,220.0,Battery-Based,0.89,382025
Kartel Solar_7950W_2368,Kartel Solar,7950.0,12.0,220.0,Multifunction,0.88,444832
Fronius_10500W_2369,Fronius,10500.0,24.0,220.0,Battery-Based,0.9,1368421
PRAG_17850W_2370,PRAG,17850.0,24.0,220.0,Hybrid,0.88,827341
Fronius_13500W_2371,Fronius,13500.0,240.0,220.0,Hybrid,0.91,1901270
Felicity Solar_18750W_2372,Felicity Solar,18750.0,240.0,220.0,Grid-Tie,0.9,617856
Blue Gate_14300W_2373,Blue Gate,14300.0,240.0,220.0,Hybrid,0.89,504276
Felicity Solar_17500W_2374,Felicity Solar,17500.0,12.0,220.0,Hybrid,0.92,845273
Blue Gate_6050W_2375,Blue Gate,6050.0,24.0,220.0,Grid-Tie,0.9,320110
Felicity Solar_7650W_2376,Felicity Solar,7650.0,48.0,220.0,Multifunction,0.91,249214
Victron Energy_17150W_2377,Victron Energy,17150.0,48.0,220.0,Multifunction,0.91,1721500
Growatt_13400W_2378,Growatt,13400.0,48.0,220.0,Grid-Tie,0.89,1289333
Protonix Fortuner_14400W_2379,Protonix Fortuner,14400.0,24.0,220.0,Battery-Based,0.9,1063532
Huawei_18250W_2380,Huawei,18250.0,96.0,220.0,Battery-Based,0.9,2358015
Victron Energy_11500W_2381,Victron Energy,11500.0,96.0,220.0,Grid-Tie,0.92,1201336
SMA_10050W_2382,SMA,10050.0,12.0,220.0,Multifunction,0.9,1106913
Blue Gate_4600W_2383,Blue Gate,4600.0,96.0,220.0,Off-Grid,0.89,239854
SMA_18950W_2384,SMA,18950.0,24.0,220.0,Battery-Based,0.92,2251249
SMA_7200W_2385,SMA,7200.0,96.0,220.0,Multifunction,0.91,963729
Felicity Solar_6400W_2386,Felicity Solar,6400.0,96.0,220.0,Battery-Based,0.88,236631
Blue Gate_13650W_2387,Blue Gate,13650.0,240.0,220.0,Off-Grid,0.9,597925
Felicity Solar_5250W_2388,Felicity Solar,5250.0,96.0,220.0,Battery-Based,0.88,169411
Kartel Solar_9850W_2389,Kartel Solar,9850.0,24.0,220.0,Off-Grid,0.9,474548
SMA_15600W_2390,SMA,15600.0,240.0,220.0,Grid-Tie,0.87,1682432
Blue Gate_14300W_2391,Blue Gate,14300.0,240.0,220.0,Off-Grid,0.92,487032
Felicity Solar_10900W_2392,Felicity Solar,10900.0,12.0,220.0,Battery-Based,0.89,559755
Protonix Fortuner_11850W_2393,Protonix Fortuner,11850.0,240.0,220.0,Off-Grid,0.88,868857
Growatt_16500W_2394,Growatt,16500.0,96.0,220.0,Off-Grid,0.9,1597047
Techfine_8200W_2395,Techfine,8200.0,240.0,220.0,Hybrid,0.89,523829
Felicity Solar_14150W_2396,Felicity Solar,14150.0,240.0,220.0,Multifunction,0.9,437060
Protonix Fortuner_10600W_2397,Protonix Fortuner,10600.0,12.0,220.0,Off-Grid,0.9,867378
PRAG_12300W_2398,PRAG,12300.0,48.0,220.0,Hybrid,0.88,510644
Kartel Solar_12400W_2399,Kartel Solar,12400.0,24.0,220.0,Grid-Tie,0.87,505132
Protonix Fortuner_18150W_2400,Protonix Fortuner,18150.0,96.0,220.0,Multifunction,0.91,1702922
Protonix Fortuner_6100W_2401,Protonix Fortuner,6100.0,48.0,220.0,Multifunction,0.9,394007
Blue Gate_7450W_2402,Blue Gate,7450.0,48.0,220.0,Hybrid,0.92,325625
Kartel Solar_13500W_2403,Kartel Solar,13500.0,240.0,220.0,Hybrid,0.89,629957
Techfine_13400W_2404,Techfine,13400.0,96.0,220.0,Hybrid,0.9,898523
Kartel Solar_13100W_2405,Kartel Solar,13100.0,240.0,220.0,Hybrid,0.88,778857
Felicity Solar_10400W_2406,Felicity Solar,10400.0,240.0,220.0,Hybrid,0.91,344116
Victron Energy_11800W_2407,Victron Energy,11800.0,240.0,220.0,Off-Grid,0.89,1709591
Victron Energy_15300W_2408,Victron Energy,15300.0,96.0,220.0,Hybrid,0.88,2121922
Felicity Solar_1200W_2409,Felicity Solar,1200.0,96.0,220.0,Grid-Tie,0.89,68435
PRAG_17200W_2410,PRAG,17200.0,240.0,220.0,Hybrid,0.9,672525
Sungrow_16550W_2411,Sungrow,16550.0,24.0,220.0,Grid-Tie,0.91,1245221
Sungrow_15650W_2412,Sungrow,15650.0,96.0,220.0,Grid-Tie,0.91,1475476
SMA_5150W_2413,SMA,5150.0,96.0,220.0,Hybrid,0.88,530864
Fronius_3900W_2414,Fronius,3900.0,96.0,220.0,Multifunction,0.92,419453
Techfine_6950W_2415,Techfine,6950.0,48.0,220.0,Battery-Based,0.91,636783
Fronius_18950W_2416,Fronius,18950.0,12.0,220.0,Off-Grid,0.92,2345771
Techfine_10200W_2417,Techfine,10200.0,24.0,220.0,Hybrid,0.92,877976
Fronius_1850W_2418,Fronius,1850.0,48.0,220.0,Battery-Based,0.92,258171
Protonix Fortuner_17250W_2419,Protonix Fortuner,17250.0,12.0,220.0,Battery-Based,0.87,1467985
Sungrow_4750W_2420,Sungrow,4750.0,48.0,220.0,Multifunction,0.89,291654
Sungrow_10300W_2421,Sungrow,10300.0,24.0,220.0,Off-Grid,0.91,1029842
Techfine_12950W_2422,Techfine,12950.0,96.0,220.0,Off-Grid,0.89,1247979
Felicity Solar_6850W_2423,Felicity Solar,6850.0,96.0,220.0,Battery-Based,0.92,360167
Sungrow_19750W_2424,Sungrow,19750.0,240.0,220.0,Hybrid,0.88,1974168
Protonix Fortuner_4450W_2425,Protonix Fortuner,4450.0,96.0,220.0,Multifunction,0.9,353112
Blue Gate_13800W_2426,Blue Gate,13800.0,48.0,220.0,Grid-Tie,0.87,736818
Sungrow_7200W_2427,Sungrow,7200.0,24.0,220.0,Off-Grid,0.89,461899
Blue Gate_5050W_2428,Blue Gate,5050.0,240.0,220.0,Multifunction,0.92,198099
Blue Gate_9650W_2429,Blue Gate,9650.0,96.0,220.0,Battery-Based,0.91,403393
Felicity Solar_1650W_2430,Felicity Solar,1650.0,96.0,220.0,Multifunction,0.9,92805
Growatt_13200W_2431,Growatt,13200.0,12.0,220.0,Grid-Tie,0.88,1195557
Growatt_16050W_2432,Growatt,16050.0,48.0,220.0,Multifunction,0.89,1256333
Felicity Solar_19200W_2433,Felicity Solar,19200.0,48.0,220.0,Off-Grid,0.89,1113786
Sungrow_14000W_2434,Sungrow,14000.0,240.0,220.0,Battery-Based,0.91,1011359
Protonix Fortuner_8800W_2435,Protonix Fortuner,8800.0,96.0,220.0,Hybrid,0.9,578819
Huawei_13850W_2436,Huawei,13850.0,96.0,220.0,Off-Grid,0.89,1472652
Sungrow_6500W_2437,Sungrow,6500.0,48.0,220.0,Off-Grid,0.87,490473
Protonix Fortuner_15100W_2438,Protonix Fortuner,15100.0,12.0,220.0,Grid-Tie,0.91,1211438
Blue Gate_2300W_2439,Blue Gate,2300.0,96.0,220.0,Off-Grid,0.89,120114
Kartel Solar_2200W_2440,Kartel Solar,2200.0,96.0,220.0,Off-Grid,0.87,123379
Kartel Solar_8050W_2441,Kartel Solar,8050.0,12.0,220.0,Battery-Based,0.88,370825
Growatt_10100W_2442,Growatt,10100.0,96.0,220.0,Battery-Based,0.89,669539
PRAG_1150W_2443,PRAG,1150.0,24.0,220.0,Battery-Based,0.89,66842
Victron Energy_9650W_2444,Victron Energy,9650.0,48.0,220.0,Off-Grid,0.9,1142370
PRAG_13000W_2445,PRAG,13000.0,240.0,220.0,Multifunction,0.91,623019
Sungrow_14200W_2446,Sungrow,14200.0,12.0,220.0,Grid-Tie,0.89,947840
Blue Gate_5150W_2447,Blue Gate,5150.0,12.0,220.0,Battery-Based,0.9,237583
Protonix Fortuner_2900W_2448,Protonix Fortuner,2900.0,240.0,220.0,Off-Grid,0.9,256834
Sungrow_10200W_2449,Sungrow,10200.0,96.0,220.0,Grid-Tie,0.9,847889
Fronius_13350W_2450,Fronius,13350.0,240.0,220.0,Hybrid,0.89,1923240
Protonix Fortuner_5350W_2451,Protonix Fortuner,5350.0,24.0,220.0,Off-Grid,0.92,369614
Sungrow_14050W_2452,Sungrow,14050.0,48.0,220.0,Multifunction,0.89,1246257
Kartel Solar_4950W_2453,Kartel Solar,4950.0,96.0,220.0,Hybrid,0.88,234973
Techfine_6000W_2454,Techfine,6000.0,24.0,220.0,Battery-Based,0.88,420032
Victron Energy_2750W_2455,Victron Energy,2750.0,24.0,220.0,Battery-Based,0.91,323546
Felicity Solar_13150W_2456,Felicity Solar,13150.0,12.0,220.0,Grid-Tie,0.92,543656
Protonix Fortuner_2000W_2457,Protonix Fortuner,2000.0,96.0,220.0,Grid-Tie,0.91,175811
Victron Energy_12600W_2458,Victron Energy,12600.0,96.0,220.0,Battery-Based,0.9,1780498
Sungrow_14000W_2459,Sungrow,14000.0,24.0,220.0,Multifunction,0.88,906376
Kartel Solar_15500W_2460,Kartel Solar,15500.0,96.0,220.0,Hybrid,0.9,517685
Huawei_13900W_2461,Huawei,13900.0,240.0,220.0,Multifunction,0.89,2015745
Felicity Solar_11400W_2462,Felicity Solar,11400.0,240.0,220.0,Hybrid,0.89,376906
Sungrow_10350W_2463,Sungrow,10350.0,12.0,220.0,Hybrid,0.89,797099
Blue Gate_13450W_2464,Blue Gate,13450.0,12.0,220.0,Multifunction,0.89,615455
Kartel Solar_18100W_2465,Kartel Solar,18100.0,24.0,220.0,Battery-Based,0.92,1069661
Sungrow_15350W_2466,Sungrow,15350.0,240.0,220.0,Battery-Based,0.88,1192920
Felicity Solar_12950W_2467,Felicity Solar,12950.0,48.0,220.0,Off-Grid,0.89,588027
Felicity Solar_10250W_2468,Felicity Solar,10250.0,24.0,220.0,Hybrid,0.89,547657
Fronius_6550W_2469,Fronius,6550.0,12.0,220.0,Hybrid,0.91,914192
Techfine_19150W_2470,Techfine,19150.0,24.0,220.0,Battery-Based,0.89,1789738
Techfine_8200W_2471,Techfine,8200.0,48.0,220.0,Battery-Based,0.88,783239
Blue Gate_10700W_2472,Blue Gate,10700.0,12.0,220.0,Multifunction,0.91,457284
Sungrow_2350W_2473,Sungrow,2350.0,48.0,220.0,Multifunction,0.9,219013
Felicity Solar_3400W_2474,Felicity Solar,3400.0,240.0,220.0,Battery-Based,0.92,127949
Fronius_800W_2475,Fronius,800.0,12.0,220.0,Multifunction,0.89,84952
Felicity Solar_10500W_2476,Felicity Solar,10500.0,96.0,220.0,Off-Grid,0.92,576145
SMA_9450W_2477,SMA,9450.0,48.0,220.0,Off-Grid,0.89,1404612
Protonix Fortuner_18150W_2478,Protonix Fortuner,18150.0,12.0,220.0,Hybrid,0.89,1754745
Techfine_10000W_2479,Techfine,10000.0,12.0,220.0,Grid-Tie,0.91,981822
Protonix Fortuner_17150W_2480,Protonix Fortuner,17150.0,12.0,220.0,Hybrid,0.89,1114968
Sungrow_7600W_2481,Sungrow,7600.0,96.0,220.0,Hybrid,0.87,614362
Victron Energy_4950W_2482,Victron Energy,4950.0,96.0,220.0,Multifunction,0.88,726774
PRAG_4000W_2483,PRAG,4000.0,12.0,220.0,Off-Grid,0.89,185442
PRAG_16600W_2484,PRAG,16600.0,24.0,220.0,Multifunction,0.87,666770
Victron Energy_1550W_2485,Victron Energy,1550.0,96.0,220.0,Multifunction,0.9,212029
PRAG_4500W_2486,PRAG,4500.0,48.0,220.0,Multifunction,0.89,216026
Felicity Solar_18800W_2487,Felicity Solar,18800.0,12.0,220.0,Grid-Tie,0.89,870765
Huawei_13550W_2488,Huawei,13550.0,240.0,220.0,Grid-Tie,0.89,1788417
Victron Energy_19550W_2489,Victron Energy,19550.0,96.0,220.0,Battery-Based,0.89,2701527
Victron Energy_12950W_2490,Victron Energy,12950.0,24.0,220.0,Hybrid,0.89,1781827
Protonix Fortuner_1050W_2491,Protonix Fortuner,1050.0,48.0,220.0,Multifunction,0.9,73262
SMA_8950W_2492,SMA,8950.0,24.0,220.0,Hybrid,0.88,1101456
Protonix Fortuner_1250W_2493,Protonix Fortuner,1250.0,48.0,220.0,Off-Grid,0.89,78884
Growatt_6000W_2494,Growatt,6000.0,12.0,220.0,Off-Grid,0.89,425870
Kartel Solar_10050W_2495,Kartel Solar,10050.0,48.0,220.0,Multifunction,0.9,485118
Growatt_18850W_2496,Growatt,18850.0,48.0,220.0,Multifunction,0.91,1234556
Sungrow_11950W_2497,Sungrow,11950.0,96.0,220.0,Battery-Based,0.89,851312
Felicity Solar_950W_2498,Felicity Solar,950.0,24.0,220.0,Multifunction,0.91,37969
Felicity Solar_6500W_2499,Felicity Solar,6500.0,24.0,220.0,Grid-Tie,0.91,374563
Protonix Fortuner_4700W_2500,Protonix Fortuner,4700.0,48.0,220.0,Off-Grid,0.89,343555
Techfine_5950W_2501,Techfine,5950.0,48.0,220.0,Off-Grid,0.91,412389
Protonix Fortuner_11650W_2502,Protonix Fortuner,11650.0,24.0,220.0,Off-Grid,0.9,791005
Protonix Fortuner_19600W_2503,Protonix Fortuner,19600.0,96.0,220.0,Multifunction,0.92,1521873
Fronius_9550W_2504,Fronius,9550.0,96.0,220.0,Off-Grid,0.88,1205195
Techfine_1000W_2505,Techfine,1000.0,96.0,220.0,Grid-Tie,0.88,72576
Techfine_8600W_2506,Techfine,8600.0,12.0,220.0,Hybrid,0.91,641356
Protonix Fortuner_15200W_2507,Protonix Fortuner,15200.0,24.0,220.0,Grid-Tie,0.88,1438230
PRAG_15900W_2508,PRAG,15900.0,48.0,220.0,Battery-Based,0.9,786376
Growatt_5600W_2509,Growatt,5600.0,48.0,220.0,Multifunction,0.91,340469
PRAG_10300W_2510,PRAG,10300.0,12.0,220.0,Multifunction,0.92,530954
Techfine_11000W_2511,Techfine,11000.0,24.0,220.0,Battery-Based,0.87,712908
Felicity Solar_15400W_2512,Felicity Solar,15400.0,12.0,220.0,Grid-Tie,0.89,573571
PRAG_18700W_2513,PRAG,18700.0,96.0,220.0,Hybrid,0.91,700679
Techfine_7500W_2514,Techfine,7500.0,48.0,220.0,Multifunction,0.88,461106
Protonix Fortuner_7000W_2515,Protonix Fortuner,7000.0,48.0,220.0,Multifunction,0.91,591210
Sungrow_12500W_2516,Sungrow,12500.0,24.0,220.0,Grid-Tie,0.88,789429
Victron Energy_5200W_2517,Victron Energy,5200.0,96.0,220.0,Hybrid,0.89,596572
Blue Gate_4600W_2518,Blue Gate,4600.0,240.0,220.0,Grid-Tie,0.9,229911
Techfine_16400W_2519,Techfine,16400.0,24.0,220.0,Off-Grid,0.91,1557324
Fronius_17650W_2520,Fronius,17650.0,240.0,220.0,Multifunction,0.92,2603618
Growatt_2150W_2521,Growatt,2150.0,24.0,220.0,Battery-Based,0.87,153811
PRAG_7950W_2522,PRAG,7950.0,240.0,220.0,Off-Grid,0.88,308201
Sungrow_12500W_2523,Sungrow,12500.0,24.0,220.0,Grid-Tie,0.91,843183
Techfine_13100W_2524,Techfine,13100.0,12.0,220.0,Battery-Based,0.9,1137503
Sungrow_1250W_2525,Sungrow,1250.0,96.0,220.0,Battery-Based,0.88,99520
Growatt_2100W_2526,Growatt,2100.0,96.0,220.0,Hybrid,0.88,151778
Techfine_17050W_2527,Techfine,17050.0,96.0,220.0,Off-Grid,0.87,1643665
Protonix Fortuner_6900W_2528,Protonix Fortuner,6900.0,48.0,220.0,Battery-Based,0.9,672660
Techfine_3200W_2529,Techfine,3200.0,240.0,220.0,Hybrid,0.92,210867
Techfine_4750W_2530,Techfine,4750.0,240.0,220.0,Grid-Tie,0.92,362777
Growatt_11300W_2531,Growatt,11300.0,240.0,220.0,Off-Grid,0.91,1036631
Kartel Solar_18400W_2532,Kartel Solar,18400.0,24.0,220.0,Off-Grid,0.9,877429
Blue Gate_8500W_2533,Blue Gate,8500.0,24.0,220.0,Grid-Tie,0.88,396731
PRAG_4850W_2534,PRAG,4850.0,240.0,220.0,Hybrid,0.9,281156
Huawei_3600W_2535,Huawei,3600.0,24.0,220.0,Battery-Based,0.88,511057
Huawei_19800W_2536,Huawei,19800.0,12.0,220.0,Multifunction,0.88,2100234
PRAG_5500W_2537,PRAG,5500.0,96.0,220.0,Grid-Tie,0.92,226371
Fronius_16250W_2538,Fronius,16250.0,12.0,220.0,Off-Grid,0.91,1826190
Huawei_2800W_2539,Huawei,2800.0,48.0,220.0,Battery-Based,0.88,323511
Fronius_2200W_2540,Fronius,2200.0,12.0,220.0,Multifunction,0.88,329299
Blue Gate_18250W_2541,Blue Gate,18250.0,240.0,220.0,Battery-Based,0.87,561618
Blue Gate_12900W_2542,Blue Gate,12900.0,24.0,220.0,Off-Grid,0.89,599087
PRAG_4500W_2543,PRAG,4500.0,12.0,220.0,Off-Grid,0.9,215311
Victron Energy_14050W_2544,Victron Energy,14050.0,96.0,220.0,Hybrid,0.88,2058587
Felicity Solar_19750W_2545,Felicity Solar,19750.0,24.0,220.0,Multifunction,0.89,801886
Protonix Fortuner_8650W_2546,Protonix Fortuner,8650.0,12.0,220.0,Battery-Based,0.89,590258
Techfine_13900W_2547,Techfine,13900.0,24.0,220.0,Grid-Tie,0.87,1286202
Techfine_18700W_2548,Techfine,18700.0,12.0,220.0,Battery-Based,0.9,1510218
Victron Energy_4900W_2549,Victron Energy,4900.0,96.0,220.0,Hybrid,0.92,665747
Victron Energy_3300W_2550,Victron Energy,3300.0,24.0,220.0,Off-Grid,0.88,409680
Felicity Solar_11450W_2551,Felicity Solar,11450.0,12.0,220.0,Hybrid,0.91,657387
Techfine_5200W_2552,Techfine,5200.0,24.0,220.0,Battery-Based,0.87,490840
Felicity Solar_19050W_2553,Felicity Solar,19050.0,12.0,220.0,Battery-Based,0.89,900344
Sungrow_8050W_2554,Sungrow,8050.0,96.0,220.0,Hybrid,0.92,690489
Blue Gate_15000W_2555,Blue Gate,15000.0,240.0,220.0,Hybrid,0.89,603703
Felicity Solar_7100W_2556,Felicity Solar,7100.0,24.0,220.0,Off-Grid,0.9,345492
Blue Gate_3650W_2557,Blue Gate,3650.0,96.0,220.0,Off-Grid,0.88,119464
SMA_8400W_2558,SMA,8400.0,48.0,220.0,Off-Grid,0.89,1154178
Felicity Solar_18400W_2559,Felicity Solar,18400.0,96.0,220.0,Off-Grid,0.87,926741
Fronius_8050W_2560,Fronius,8050.0,96.0,220.0,Multifunction,0.91,878355
Felicity Solar_700W_2561,Felicity Solar,700.0,240.0,220.0,Off-Grid,0.9,30424
Techfine_8250W_2562,Techfine,8250.0,12.0,220.0,Grid-Tie,0.89,594500
Sungrow_13150W_2563,Sungrow,13150.0,48.0,220.0,Hybrid,0.88,1043441
SMA_10350W_2564,SMA,10350.0,48.0,220.0,Multifunction,0.9,1478660
Blue Gate_7150W_2565,Blue Gate,7150.0,48.0,220.0,Hybrid,0.89,245078
Blue Gate_10500W_2566,Blue Gate,10500.0,240.0,220.0,Multifunction,0.88,573058
Protonix Fortuner_11750W_2567,Protonix Fortuner,11750.0,96.0,220.0,Hybrid,0.89,808223
Felicity Solar_12450W_2568,Felicity Solar,12450.0,48.0,220.0,Hybrid,0.89,431222
PRAG_6000W_2569,PRAG,6000.0,12.0,220.0,Grid-Tie,0.88,346736
Growatt_17250W_2570,Growatt,17250.0,12.0,220.0,Battery-Based,0.91,1173058
Kartel Solar_1200W_2571,Kartel Solar,1200.0,48.0,220.0,Hybrid,0.9,50339
Protonix Fortuner_15500W_2572,Protonix Fortuner,15500.0,240.0,220.0,Multifunction,0.91,1223800
Techfine_7350W_2573,Techfine,7350.0,240.0,220.0,Multifunction,0.87,692358
Blue Gate_15400W_2574,Blue Gate,15400.0,24.0,220.0,Grid-Tie,0.9,867564
Blue Gate_18800W_2575,Blue Gate,18800.0,12.0,220.0,Multifunction,0.89,575456
Felicity Solar_15500W_2576,Felicity Solar,15500.0,12.0,220.0,Hybrid,0.91,925856
Fronius_5450W_2577,Fronius,5450.0,12.0,220.0,Grid-Tie,0.88,643160
Victron Energy_10500W_2578,Victron Energy,10500.0,24.0,220.0,Multifunction,0.89,1337430
Protonix Fortuner_16150W_2579,Protonix Fortuner,16150.0,24.0,220.0,Off-Grid,0.9,1004114
Techfine_16500W_2580,Techfine,16500.0,240.0,220.0,Off-Grid,0.89,1274551
Victron Energy_17150W_2581,Victron Energy,17150.0,24.0,220.0,Off-Grid,0.91,2177667
PRAG_13700W_2582,PRAG,13700.0,240.0,220.0,Off-Grid,0.9,606724
Growatt_15350W_2583,Growatt,15350.0,96.0,220.0,Multifunction,0.88,1526808
Growatt_13100W_2584,Growatt,13100.0,48.0,220.0,Hybrid,0.92,1254388
Kartel Solar_18300W_2585,Kartel Solar,18300.0,12.0,220.0,Multifunction,0.9,973962
Huawei_7800W_2586,Huawei,7800.0,12.0,220.0,Hybrid,0.87,1009608
Techfine_14900W_2587,Techfine,14900.0,240.0,220.0,Grid-Tie,0.89,1248788
Growatt_14450W_2588,Growatt,14450.0,12.0,220.0,Multifunction,0.89,1254813
Growatt_2800W_2589,Growatt,2800.0,96.0,220.0,Multifunction,0.9,170210
Growatt_6750W_2590,Growatt,6750.0,240.0,220.0,Battery-Based,0.88,557879
Sungrow_13200W_2591,Sungrow,13200.0,240.0,220.0,Grid-Tie,0.91,1220393
Growatt_3400W_2592,Growatt,3400.0,96.0,220.0,Multifunction,0.88,211079
Sungrow_12450W_2593,Sungrow,12450.0,240.0,220.0,Off-Grid,0.87,1236788
Fronius_1600W_2594,Fronius,1600.0,240.0,220.0,Off-Grid,0.91,234073
Sungrow_12550W_2595,Sungrow,12550.0,24.0,220.0,Hybrid,0.92,1074610
Techfine_14950W_2596,Techfine,14950.0,24.0,220.0,Hybrid,0.88,1041968
Blue Gate_10000W_2597,Blue Gate,10000.0,240.0,220.0,Hybrid,0.91,575225
Huawei_14650W_2598,Huawei,14650.0,240.0,220.0,Off-Grid,0.88,1914092
Blue Gate_3900W_2599,Blue Gate,3900.0,12.0,220.0,Hybrid,0.91,142218
PRAG_8000W_2600,PRAG,8000.0,96.0,220.0,Multifunction,0.9,332151
Victron Energy_7950W_2601,Victron Energy,7950.0,48.0,220.0,Grid-Tie,0.91,921554
Sungrow_3200W_2602,Sungrow,3200.0,12.0,220.0,Hybrid,0.92,208744
Sungrow_8650W_2603,Sungrow,8650.0,48.0,220.0,Hybrid,0.89,655334
Growatt_14650W_2604,Growatt,14650.0,96.0,220.0,Multifunction,0.89,991727
Techfine_1050W_2605,Techfine,1050.0,96.0,220.0,Hybrid,0.91,93688
Sungrow_16500W_2606,Sungrow,16500.0,96.0,220.0,Battery-Based,0.87,1150432
Protonix Fortuner_10600W_2607,Protonix Fortuner,10600.0,96.0,220.0,Hybrid,0.91,845801
Techfine_19450W_2608,Techfine,19450.0,96.0,220.0,Multifunction,0.9,1936575
Kartel Solar_6650W_2609,Kartel Solar,6650.0,96.0,220.0,Battery-Based,0.88,397474
SMA_14850W_2610,SMA,14850.0,12.0,220.0,Hybrid,0.89,2033956
Growatt_4700W_2611,Growatt,4700.0,240.0,220.0,Multifunction,0.88,407463
Fronius_19150W_2612,Fronius,19150.0,48.0,220.0,Battery-Based,0.91,2262767
Kartel Solar_12600W_2613,Kartel Solar,12600.0,96.0,220.0,Battery-Based,0.92,709555
Fronius_15300W_2614,Fronius,15300.0,240.0,220.0,Off-Grid,0.89,1890005
Victron Energy_5850W_2615,Victron Energy,5850.0,240.0,220.0,Multifunction,0.87,631527
Fronius_4500W_2616,Fronius,4500.0,48.0,220.0,Multifunction,0.89,581508
Sungrow_4200W_2617,Sungrow,4200.0,240.0,220.0,Battery-Based,0.9,293205
Protonix Fortuner_2850W_2618,Protonix Fortuner,2850.0,96.0,220.0,Hybrid,0.87,206283
Protonix Fortuner_5050W_2619,Protonix Fortuner,5050.0,96.0,220.0,Off-Grid,0.9,406939
Victron Energy_4750W_2620,Victron Energy,4750.0,240.0,220.0,Hybrid,0.91,695110
Blue Gate_11850W_2621,Blue Gate,11850.0,48.0,220.0,Multifunction,0.91,467849
Techfine_2850W_2622,Techfine,2850.0,24.0,220.0,Multifunction,0.88,257553
Blue Gate_3850W_2623,Blue Gate,3850.0,12.0,220.0,Off-Grid,0.9,130231
Protonix Fortuner_5000W_2624,Protonix Fortuner,5000.0,48.0,220.0,Off-Grid,0.91,430843
Victron Energy_5150W_2625,Victron Energy,5150.0,24.0,220.0,Hybrid,0.88,654328
Sungrow_13100W_2626,Sungrow,13100.0,12.0,220.0,Battery-Based,0.88,1225333
Growatt_18700W_2627,Growatt,18700.0,12.0,220.0,Battery-Based,0.87,1188862
Kartel Solar_14050W_2628,Kartel Solar,14050.0,48.0,220.0,Battery-Based,0.9,472721
Sungrow_6050W_2629,Sungrow,6050.0,12.0,220.0,Battery-Based,0.9,547679
Blue Gate_15400W_2630,Blue Gate,15400.0,48.0,220.0,Off-Grid,0.91,770381
Fronius_16150W_2631,Fronius,16150.0,48.0,220.0,Multifunction,0.88,1763548
Growatt_19600W_2632,Growatt,19600.0,240.0,220.0,Off-Grid,0.89,1699439
PRAG_850W_2633,PRAG,850.0,96.0,220.0,Off-Grid,0.89,45754
Huawei_9300W_2634,Huawei,9300.0,12.0,220.0,Battery-Based,0.87,1119919
