controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_NGN
Growatt_PWM_60V_85A_2657,Growatt,PWM,60.0,85.0,0.92,68810
Schneider Electric_PWM_36V_45A_2658,Schneider Electric,PWM,36.0,45.0,0.92,243777
Felicity_MPPT_100V_90A_2659,Felicity,MPPT,100.0,90.0,0.91,26504
Souer_MPPT_36V_25A_2660,Souer,MPPT,36.0,25.0,0.94,217449
Xtra Power_MPPT_48V_85A_2661,Xtra Power,MPPT,48.0,85.0,0.91,116262
Anern_PWM_36V_95A_2662,Anern,PWM,36.0,95.0,0.91,144494
Growatt_MPPT_60V_85A_2663,Growatt,MPPT,60.0,85.0,0.92,22440
Xtra Power_MPPT_150V_65A_2664,Xtra Power,MPPT,150.0,65.0,0.93,131473
Felicity_MPPT_12V_45A_2665,Felicity,MPPT,12.0,45.0,0.94,29583
Techfine_PWM_24V_65A_2666,Techfine,PWM,24.0,65.0,0.93,135999
Techfine_MPPT_12V_80A_2667,Techfine,MPPT,12.0,80.0,0.92,90041
SRNE_MPPT_48V_25A_2668,SRNE,MPPT,48.0,25.0,0.91,31053
Souer_MPPT_12V_25A_2669,Souer,MPPT,12.0,25.0,0.93,159118
Epever_PWM_36V_30A_2670,Epever,PWM,36.0,30.0,0.95,121406
Souer_MPPT_100V_95A_2671,Souer,MPPT,100.0,95.0,0.93,244875
Epever_MPPT_36V_75A_2672,Epever,MPPT,36.0,75.0,0.94,132196
Epever_MPPT_12V_100A_2673,Epever,MPPT,12.0,100.0,0.92,129362
Must_MPPT_100V_30A_2674,Must,MPPT,100.0,30.0,0.93,47863
Techfine_MPPT_24V_100A_2675,Techfine,MPPT,24.0,100.0,0.93,100292
Anern_PWM_24V_10A_2676,Anern,PWM,24.0,10.0,0.91,92696
Growatt_PWM_12V_55A_2677,Growatt,PWM,12.0,55.0,0.92,71589
Growatt_PWM_12V_55A_2678,Growatt,PWM,12.0,55.0,0.94,38665
Xtra Power_PWM_12V_85A_2679,Xtra Power,PWM,12.0,85.0,0.94,114427
Morningstar_PWM_36V_60A_2680,Morningstar,PWM,36.0,60.0,0.94,209483
Growatt_MPPT_60V_45A_2681,Growatt,MPPT,60.0,45.0,0.92,65731
Techfine_MPPT_24V_50A_2682,Techfine,MPPT,24.0,50.0,0.92,82470
Anern_MPPT_60V_25A_2683,Anern,MPPT,60.0,25.0,0.95,120353
Felicity_PWM_24V_100A_2684,Felicity,PWM,24.0,100.0,0.91,74962
Xtra Power_PWM_48V_75A_2685,Xtra Power,PWM,48.0,75.0,0.92,101848
Souer_MPPT_24V_15A_2686,Souer,MPPT,24.0,15.0,0.93,193171
Morningstar_PWM_60V_65A_2687,Morningstar,PWM,60.0,65.0,0.93,230488
Souer_MPPT_48V_25A_2688,Souer,MPPT,48.0,25.0,0.93,169509
Xtra Power_MPPT_60V_100A_2689,Xtra Power,MPPT,60.0,100.0,0.94,108289
Souer_MPPT_36V_80A_2690,Souer,MPPT,36.0,80.0,0.95,239801
Epever_PWM_48V_35A_2691,Epever,PWM,48.0,35.0,0.93,86313
Schneider Electric_PWM_12V_15A_2692,Schneider Electric,PWM,12.0,15.0,0.94,171122
Schneider Electric_MPPT_48V_15A_2693,Schneider Electric,MPPT,48.0,15.0,0.93,205405
Anern_PWM_48V_50A_2694,Anern,PWM,48.0,50.0,0.94,136031
Techfine_MPPT_48V_15A_2695,Techfine,MPPT,48.0,15.0,0.92,125386
Morningstar_PWM_24V_35A_2696,Morningstar,PWM,24.0,35.0,0.91,228466
Felicity_PWM_36V_25A_2697,Felicity,PWM,36.0,25.0,0.94,50589
Xtra Power_MPPT_48V_75A_2698,Xtra Power,MPPT,48.0,75.0,0.94,117085
Morningstar_MPPT_48V_80A_2699,Morningstar,MPPT,48.0,80.0,0.94,223512
Souer_PWM_24V_50A_2700,Souer,PWM,24.0,50.0,0.92,214827
Anern_MPPT_150V_10A_2701,Anern,MPPT,150.0,10.0,0.95,123381
Schneider Electric_MPPT_36V_15A_2702,Schneider Electric,MPPT,36.0,15.0,0.94,230042
Morningstar_MPPT_24V_40A_2703,Morningstar,MPPT,24.0,40.0,0.93,209955
Felicity_PWM_60V_10A_2704,Felicity,PWM,60.0,10.0,0.94,42790
Techfine_PWM_12V_45A_2705,Techfine,PWM,12.0,45.0,0.95,92809
Anern_MPPT_36V_85A_2706,Anern,MPPT,36.0,85.0,0.91,104456
Felicity_PWM_36V_95A_2707,Felicity,PWM,36.0,95.0,0.95,77877
SRNE_MPPT_100V_70A_2708,SRNE,MPPT,100.0,70.0,0.92,38026
Techfine_PWM_12V_10A_2709,Techfine,PWM,12.0,10.0,0.93,145180
Epever_MPPT_48V_65A_2710,Epever,MPPT,48.0,65.0,0.95,89655
Morningstar_PWM_36V_15A_2711,Morningstar,PWM,36.0,15.0,0.94,164006
Anern_PWM_60V_10A_2712,Anern,PWM,60.0,10.0,0.93,80213
Anern_MPPT_60V_70A_2713,Anern,MPPT,60.0,70.0,0.93,128295
Must_PWM_24V_95A_2714,Must,PWM,24.0,95.0,0.94,24906
Growatt_PWM_24V_20A_2715,Growatt,PWM,24.0,20.0,0.92,56169
Techfine_MPPT_60V_10A_2716,Techfine,MPPT,60.0,10.0,0.92,126988
Techfine_MPPT_100V_20A_2717,Techfine,MPPT,100.0,20.0,0.94,140943
Epever_MPPT_36V_40A_2718,Epever,MPPT,36.0,40.0,0.95,148525
Techfine_MPPT_36V_100A_2719,Techfine,MPPT,36.0,100.0,0.92,93292
Epever_PWM_12V_55A_2720,Epever,PWM,12.0,55.0,0.94,121830
Must_PWM_12V_35A_2721,Must,PWM,12.0,35.0,0.92,71842
Growatt_PWM_24V_50A_2722,Growatt,PWM,24.0,50.0,0.92,67204
Souer_MPPT_48V_90A_2723,Souer,MPPT,48.0,90.0,0.93,193131
SRNE_MPPT_48V_70A_2724,SRNE,MPPT,48.0,70.0,0.93,44720
Anern_PWM_36V_25A_2725,Anern,PWM,36.0,25.0,0.92,124467
Schneider Electric_MPPT_24V_75A_2726,Schneider Electric,MPPT,24.0,75.0,0.92,195172
Anern_MPPT_24V_40A_2727,Anern,MPPT,24.0,40.0,0.95,99120
Felicity_PWM_48V_50A_2728,Felicity,PWM,48.0,50.0,0.92,48996
Felicity_PWM_24V_90A_2729,Felicity,PWM,24.0,90.0,0.91,58432
SRNE_MPPT_36V_35A_2730,SRNE,MPPT,36.0,35.0,0.91,70924
Techfine_MPPT_48V_40A_2731,Techfine,MPPT,48.0,40.0,0.94,98547
Felicity_MPPT_12V_85A_2732,Felicity,MPPT,12.0,85.0,0.92,67143
Felicity_MPPT_36V_45A_2733,Felicity,MPPT,36.0,45.0,0.93,65603
Techfine_PWM_36V_85A_2734,Techfine,PWM,36.0,85.0,0.91,147217
Felicity_MPPT_60V_80A_2735,Felicity,MPPT,60.0,80.0,0.92,30067
Livoltek_MPPT_48V_30A_2736,Livoltek,MPPT,48.0,30.0,0.92,171501
Felicity_MPPT_24V_95A_2737,Felicity,MPPT,24.0,95.0,0.93,37925
Must_MPPT_24V_40A_2738,Must,MPPT,24.0,40.0,0.93,39911
Livoltek_MPPT_24V_75A_2739,Livoltek,MPPT,24.0,75.0,0.91,152094
Techfine_MPPT_100V_95A_2740,Techfine,MPPT,100.0,95.0,0.94,135045
Growatt_MPPT_100V_45A_2741,Growatt,MPPT,100.0,45.0,0.93,77892
SRNE_MPPT_150V_45A_2742,SRNE,MPPT,150.0,45.0,0.93,35798
Growatt_MPPT_150V_70A_2743,Growatt,MPPT,150.0,70.0,0.92,73608
Growatt_MPPT_150V_65A_2744,Growatt,MPPT,150.0,65.0,0.93,54315
Epever_PWM_24V_85A_2745,Epever,PWM,24.0,85.0,0.94,143906
Epever_PWM_12V_85A_2746,Epever,PWM,12.0,85.0,0.91,144412
Epever_PWM_60V_80A_2747,Epever,PWM,60.0,80.0,0.92,87122
SRNE_PWM_24V_95A_2748,SRNE,PWM,24.0,95.0,0.93,65104
SRNE_PWM_60V_95A_2749,SRNE,PWM,60.0,95.0,0.93,45107
SRNE_PWM_12V_75A_2750,SRNE,PWM,12.0,75.0,0.93,63723
Xtra Power_PWM_48V_40A_2751,Xtra Power,PWM,48.0,40.0,0.93,100963
Felicity_MPPT_36V_50A_2752,Felicity,MPPT,36.0,50.0,0.92,22848
SRNE_PWM_12V_95A_2753,SRNE,PWM,12.0,95.0,0.95,78446
Morningstar_PWM_12V_90A_2754,Morningstar,PWM,12.0,90.0,0.94,210361
Xtra Power_MPPT_24V_70A_2755,Xtra Power,MPPT,24.0,70.0,0.92,114242
Morningstar_PWM_36V_70A_2756,Morningstar,PWM,36.0,70.0,0.93,240226
Techfine_PWM_60V_50A_2757,Techfine,PWM,60.0,50.0,0.92,142351
Epever_MPPT_24V_15A_2758,Epever,MPPT,24.0,15.0,0.91,115140
Growatt_PWM_12V_55A_2759,Growatt,PWM,12.0,55.0,0.92,71566
Livoltek_MPPT_36V_55A_2760,Livoltek,MPPT,36.0,55.0,0.92,200569
Felicity_MPPT_100V_95A_2761,Felicity,MPPT,100.0,95.0,0.93,61120
Souer_MPPT_60V_85A_2762,Souer,MPPT,60.0,85.0,0.94,195244
Techfine_PWM_60V_30A_2763,Techfine,PWM,60.0,30.0,0.92,115743
Epever_PWM_60V_25A_2764,Epever,PWM,60.0,25.0,0.94,142623
Growatt_PWM_60V_90A_2765,Growatt,PWM,60.0,90.0,0.93,73203
Anern_PWM_24V_85A_2766,Anern,PWM,24.0,85.0,0.94,119441
Growatt_MPPT_100V_30A_2767,Growatt,MPPT,100.0,30.0,0.92,62711
Growatt_MPPT_48V_55A_2768,Growatt,MPPT,48.0,55.0,0.95,78989
Souer_PWM_60V_60A_2769,Souer,PWM,60.0,60.0,0.92,249983
Schneider Electric_MPPT_60V_40A_2770,Schneider Electric,MPPT,60.0,40.0,0.92,179764
Epever_MPPT_24V_55A_2771,Epever,MPPT,24.0,55.0,0.95,102050
Epever_MPPT_24V_55A_2772,Epever,MPPT,24.0,55.0,0.94,135183
Livoltek_PWM_36V_10A_2773,Livoltek,PWM,36.0,10.0,0.94,165778
Souer_PWM_36V_85A_2774,Souer,PWM,36.0,85.0,0.91,163088
Schneider Electric_MPPT_60V_50A_2775,Schneider Electric,MPPT,60.0,50.0,0.94,180207
Techfine_PWM_12V_60A_2776,Techfine,PWM,12.0,60.0,0.93,95102
Must_MPPT_24V_30A_2777,Must,MPPT,24.0,30.0,0.95,31928
Xtra Power_PWM_60V_25A_2778,Xtra Power,PWM,60.0,25.0,0.95,104770
Felicity_MPPT_100V_45A_2779,Felicity,MPPT,100.0,45.0,0.92,38295
Souer_PWM_12V_35A_2780,Souer,PWM,12.0,35.0,0.93,193649
Must_MPPT_100V_10A_2781,Must,MPPT,100.0,10.0,0.92,20893
Souer_MPPT_36V_10A_2782,Souer,MPPT,36.0,10.0,0.91,161903
Growatt_MPPT_36V_20A_2783,Growatt,MPPT,36.0,20.0,0.92,25799
Xtra Power_PWM_60V_80A_2784,Xtra Power,PWM,60.0,80.0,0.95,81679
Epever_PWM_36V_20A_2785,Epever,PWM,36.0,20.0,0.94,145880
Xtra Power_MPPT_24V_20A_2786,Xtra Power,MPPT,24.0,20.0,0.94,144631
Felicity_MPPT_48V_45A_2787,Felicity,MPPT,48.0,45.0,0.92,40017
Techfine_MPPT_36V_95A_2788,Techfine,MPPT,36.0,95.0,0.92,81477
Felicity_MPPT_48V_20A_2789,Felicity,MPPT,48.0,20.0,0.93,56456
Xtra Power_MPPT_150V_55A_2790,Xtra Power,MPPT,150.0,55.0,0.94,129005
Techfine_PWM_24V_15A_2791,Techfine,PWM,24.0,15.0,0.92,80813
Felicity_MPPT_150V_80A_2792,Felicity,MPPT,150.0,80.0,0.94,42132
SRNE_PWM_60V_15A_2793,SRNE,PWM,60.0,15.0,0.94,57034
Felicity_PWM_48V_75A_2794,Felicity,PWM,48.0,75.0,0.92,34553
Morningstar_PWM_60V_65A_2795,Morningstar,PWM,60.0,65.0,0.93,249924
Must_PWM_24V_45A_2796,Must,PWM,24.0,45.0,0.95,24284
Epever_MPPT_150V_15A_2797,Epever,MPPT,150.0,15.0,0.94,92052
Livoltek_MPPT_48V_10A_2798,Livoltek,MPPT,48.0,10.0,0.93,246117
Schneider Electric_MPPT_48V_85A_2799,Schneider Electric,MPPT,48.0,85.0,0.93,209740
Schneider Electric_MPPT_48V_70A_2800,Schneider Electric,MPPT,48.0,70.0,0.94,228065
Xtra Power_MPPT_150V_50A_2801,Xtra Power,MPPT,150.0,50.0,0.92,106992
Anern_PWM_12V_85A_2802,Anern,PWM,12.0,85.0,0.94,99222
Xtra Power_PWM_24V_60A_2803,Xtra Power,PWM,24.0,60.0,0.95,124876
SRNE_MPPT_60V_70A_2804,SRNE,MPPT,60.0,70.0,0.91,23747
Epever_PWM_36V_80A_2805,Epever,PWM,36.0,80.0,0.94,86295
Must_MPPT_12V_80A_2806,Must,MPPT,12.0,80.0,0.94,47191
Growatt_MPPT_60V_10A_2807,Growatt,MPPT,60.0,10.0,0.93,64696
SRNE_PWM_48V_65A_2808,SRNE,PWM,48.0,65.0,0.93,66803
Growatt_MPPT_36V_55A_2809,Growatt,MPPT,36.0,55.0,0.94,61011
Epever_MPPT_150V_50A_2810,Epever,MPPT,150.0,50.0,0.94,108764
Techfine_PWM_12V_60A_2811,Techfine,PWM,12.0,60.0,0.93,148528
SRNE_PWM_12V_45A_2812,SRNE,PWM,12.0,45.0,0.94,49017
Anern_MPPT_36V_80A_2813,Anern,MPPT,36.0,80.0,0.92,139707
Must_MPPT_100V_95A_2814,Must,MPPT,100.0,95.0,0.91,55946
Schneider Electric_PWM_48V_95A_2815,Schneider Electric,PWM,48.0,95.0,0.92,240033
Epever_MPPT_48V_95A_2816,Epever,MPPT,48.0,95.0,0.94,146594
Must_MPPT_48V_30A_2817,Must,MPPT,48.0,30.0,0.94,72959
Xtra Power_PWM_24V_15A_2818,Xtra Power,PWM,24.0,15.0,0.93,83391
Souer_PWM_36V_70A_2819,Souer,PWM,36.0,70.0,0.93,208180
Felicity_PWM_60V_20A_2820,Felicity,PWM,60.0,20.0,0.93,55411
Xtra Power_PWM_36V_20A_2821,Xtra Power,PWM,36.0,20.0,0.93,101640
Xtra Power_MPPT_100V_60A_2822,Xtra Power,MPPT,100.0,60.0,0.91,104226
Techfine_PWM_60V_20A_2823,Techfine,PWM,60.0,20.0,0.94,123390
Epever_MPPT_48V_50A_2824,Epever,MPPT,48.0,50.0,0.91,138941
Must_MPPT_36V_95A_2825,Must,MPPT,36.0,95.0,0.95,73843
Anern_MPPT_24V_75A_2826,Anern,MPPT,24.0,75.0,0.94,108316
Techfine_MPPT_100V_30A_2827,Techfine,MPPT,100.0,30.0,0.92,134320
Techfine_MPPT_36V_90A_2828,Techfine,MPPT,36.0,90.0,0.92,98869
Livoltek_PWM_48V_60A_2829,Livoltek,PWM,48.0,60.0,0.93,179012
Must_PWM_60V_75A_2830,Must,PWM,60.0,75.0,0.93,61740
Livoltek_PWM_60V_40A_2831,Livoltek,PWM,60.0,40.0,0.93,233160
Anern_MPPT_48V_25A_2832,Anern,MPPT,48.0,25.0,0.94,91650
Felicity_MPPT_36V_55A_2833,Felicity,MPPT,36.0,55.0,0.92,52042
Anern_MPPT_12V_95A_2834,Anern,MPPT,12.0,95.0,0.93,106464
Growatt_PWM_12V_55A_2835,Growatt,PWM,12.0,55.0,0.93,79509
Felicity_PWM_60V_45A_2836,Felicity,PWM,60.0,45.0,0.93,46593
SRNE_MPPT_150V_75A_2837,SRNE,MPPT,150.0,75.0,0.93,34940
SRNE_MPPT_12V_100A_2838,SRNE,MPPT,12.0,100.0,0.92,63603
Epever_PWM_12V_15A_2839,Epever,PWM,12.0,15.0,0.95,146577
Morningstar_MPPT_60V_45A_2840,Morningstar,MPPT,60.0,45.0,0.92,155412
Anern_PWM_12V_95A_2841,Anern,PWM,12.0,95.0,0.92,119643
Must_MPPT_60V_60A_2842,Must,MPPT,60.0,60.0,0.94,75993
Growatt_PWM_12V_90A_2843,Growatt,PWM,12.0,90.0,0.91,77632
Epever_MPPT_12V_55A_2844,Epever,MPPT,12.0,55.0,0.91,110858
Epever_MPPT_48V_45A_2845,Epever,MPPT,48.0,45.0,0.93,90161
SRNE_MPPT_24V_100A_2846,SRNE,MPPT,24.0,100.0,0.94,70075
Growatt_MPPT_150V_65A_2847,Growatt,MPPT,150.0,65.0,0.94,20550
Livoltek_MPPT_36V_30A_2848,Livoltek,MPPT,36.0,30.0,0.91,159927
Felicity_PWM_36V_90A_2849,Felicity,PWM,36.0,90.0,0.94,35636
Anern_MPPT_36V_50A_2850,Anern,MPPT,36.0,50.0,0.94,87792
Epever_PWM_24V_55A_2851,Epever,PWM,24.0,55.0,0.94,141314
SRNE_PWM_36V_75A_2852,SRNE,PWM,36.0,75.0,0.91,78934
Techfine_PWM_12V_35A_2853,Techfine,PWM,12.0,35.0,0.95,97225
Xtra Power_PWM_60V_60A_2854,Xtra Power,PWM,60.0,60.0,0.95,117508
Must_MPPT_150V_100A_2855,Must,MPPT,150.0,100.0,0.94,65910
Growatt_MPPT_100V_60A_2856,Growatt,MPPT,100.0,60.0,0.91,34721
Schneider Electric_MPPT_100V_25A_2857,Schneider Electric,MPPT,100.0,25.0,0.95,194872
Morningstar_PWM_36V_100A_2858,Morningstar,PWM,36.0,100.0,0.95,207109
Growatt_MPPT_48V_25A_2859,Growatt,MPPT,48.0,25.0,0.92,47470
Xtra Power_PWM_24V_10A_2860,Xtra Power,PWM,24.0,10.0,0.92,141289
Souer_MPPT_150V_70A_2861,Souer,MPPT,150.0,70.0,0.94,249599
Felicity_MPPT_36V_10A_2862,Felicity,MPPT,36.0,10.0,0.94,62469
Xtra Power_MPPT_60V_35A_2863,Xtra Power,MPPT,60.0,35.0,0.92,133846
Xtra Power_PWM_36V_60A_2864,Xtra Power,PWM,36.0,60.0,0.94,112712
Techfine_PWM_24V_40A_2865,Techfine,PWM,24.0,40.0,0.94,89268
Livoltek_MPPT_24V_70A_2866,Livoltek,MPPT,24.0,70.0,0.93,176294
Morningstar_PWM_12V_40A_2867,Morningstar,PWM,12.0,40.0,0.92,154744
Epever_PWM_48V_35A_2868,Epever,PWM,48.0,35.0,0.92,136314
Felicity_PWM_48V_75A_2869,Felicity,PWM,48.0,75.0,0.94,36575
Epever_MPPT_48V_55A_2870,Epever,MPPT,48.0,55.0,0.94,101044
Techfine_MPPT_36V_75A_2871,Techfine,MPPT,36.0,75.0,0.91,109593
SRNE_PWM_60V_100A_2872,SRNE,PWM,60.0,100.0,0.95,63948
Techfine_PWM_24V_60A_2873,Techfine,PWM,24.0,60.0,0.95,133199
Growatt_PWM_60V_90A_2874,Growatt,PWM,60.0,90.0,0.94,24541
Must_PWM_48V_20A_2875,Must,PWM,48.0,20.0,0.92,46827
SRNE_MPPT_12V_80A_2876,SRNE,MPPT,12.0,80.0,0.93,21708
Growatt_MPPT_100V_35A_2877,Growatt,MPPT,100.0,35.0,0.93,56492
Must_PWM_36V_35A_2878,Must,PWM,36.0,35.0,0.91,31188
Xtra Power_MPPT_60V_90A_2879,Xtra Power,MPPT,60.0,90.0,0.92,98891
Anern_MPPT_12V_15A_2880,Anern,MPPT,12.0,15.0,0.92,85486
Growatt_MPPT_150V_10A_2881,Growatt,MPPT,150.0,10.0,0.92,48951
Epever_PWM_24V_50A_2882,Epever,PWM,24.0,50.0,0.94,117529
Souer_PWM_24V_90A_2883,Souer,PWM,24.0,90.0,0.94,164578
Anern_MPPT_150V_10A_2884,Anern,MPPT,150.0,10.0,0.93,123251
Morningstar_PWM_12V_55A_2885,Morningstar,PWM,12.0,55.0,0.94,210680
Must_PWM_24V_35A_2886,Must,PWM,24.0,35.0,0.93,74956
Felicity_PWM_60V_90A_2887,Felicity,PWM,60.0,90.0,0.92,72774
Must_PWM_60V_75A_2888,Must,PWM,60.0,75.0,0.91,29674
Growatt_PWM_60V_50A_2889,Growatt,PWM,60.0,50.0,0.93,29513
Techfine_MPPT_12V_15A_2890,Techfine,MPPT,12.0,15.0,0.95,107147
SRNE_MPPT_12V_15A_2891,SRNE,MPPT,12.0,15.0,0.92,77440
Techfine_MPPT_100V_50A_2892,Techfine,MPPT,100.0,50.0,0.92,106546
Techfine_MPPT_150V_35A_2893,Techfine,MPPT,150.0,35.0,0.94,92951
Growatt_MPPT_36V_30A_2894,Growatt,MPPT,36.0,30.0,0.95,27520
Xtra Power_MPPT_36V_50A_2895,Xtra Power,MPPT,36.0,50.0,0.92,140561
Anern_PWM_24V_25A_2896,Anern,PWM,24.0,25.0,0.92,136516
Techfine_MPPT_48V_10A_2897,Techfine,MPPT,48.0,10.0,0.93,108602
Xtra Power_PWM_48V_85A_2898,Xtra Power,PWM,48.0,85.0,0.94,118326
SRNE_PWM_48V_35A_2899,SRNE,PWM,48.0,35.0,0.95,21261
Techfine_MPPT_24V_50A_2900,Techfine,MPPT,24.0,50.0,0.91,82522
Souer_MPPT_24V_90A_2901,Souer,MPPT,24.0,90.0,0.92,197704
Felicity_PWM_48V_50A_2902,Felicity,PWM,48.0,50.0,0.94,21194
Souer_MPPT_48V_25A_2903,Souer,MPPT,48.0,25.0,0.94,215060
Xtra Power_MPPT_12V_40A_2904,Xtra Power,MPPT,12.0,40.0,0.95,81204
Growatt_MPPT_36V_20A_2905,Growatt,MPPT,36.0,20.0,0.92,50044
Epever_PWM_36V_80A_2906,Epever,PWM,36.0,80.0,0.92,80718
Anern_MPPT_60V_90A_2907,Anern,MPPT,60.0,90.0,0.92,99926
SRNE_MPPT_36V_30A_2908,SRNE,MPPT,36.0,30.0,0.92,79137
Xtra Power_MPPT_48V_95A_2909,Xtra Power,MPPT,48.0,95.0,0.91,84514
SRNE_PWM_12V_90A_2910,SRNE,PWM,12.0,90.0,0.91,51548
SRNE_MPPT_12V_50A_2911,SRNE,MPPT,12.0,50.0,0.94,31879
Techfine_MPPT_24V_35A_2912,Techfine,MPPT,24.0,35.0,0.94,86857
Xtra Power_MPPT_100V_15A_2913,Xtra Power,MPPT,100.0,15.0,0.93,143364
Morningstar_MPPT_36V_25A_2914,Morningstar,MPPT,36.0,25.0,0.93,224484
SRNE_MPPT_100V_40A_2915,SRNE,MPPT,100.0,40.0,0.92,71950
Livoltek_MPPT_12V_95A_2916,Livoltek,MPPT,12.0,95.0,0.94,175014
Schneider Electric_MPPT_36V_15A_2917,Schneider Electric,MPPT,36.0,15.0,0.93,211663
Anern_PWM_36V_20A_2918,Anern,PWM,36.0,20.0,0.93,100527
Growatt_PWM_36V_80A_2919,Growatt,PWM,36.0,80.0,0.94,36753
Anern_PWM_12V_90A_2920,Anern,PWM,12.0,90.0,0.91,86348
Must_PWM_12V_75A_2921,Must,PWM,12.0,75.0,0.92,21350
Growatt_PWM_36V_15A_2922,Growatt,PWM,36.0,15.0,0.93,33107
Felicity_PWM_12V_95A_2923,Felicity,PWM,12.0,95.0,0.91,42563
Must_PWM_12V_60A_2924,Must,PWM,12.0,60.0,0.92,40079
Growatt_MPPT_100V_70A_2925,Growatt,MPPT,100.0,70.0,0.93,50352
Must_PWM_12V_45A_2926,Must,PWM,12.0,45.0,0.93,28294
Anern_PWM_48V_25A_2927,Anern,PWM,48.0,25.0,0.93,142163
Schneider Electric_PWM_12V_75A_2928,Schneider Electric,PWM,12.0,75.0,0.95,154839
Must_MPPT_100V_100A_2929,Must,MPPT,100.0,100.0,0.92,62189
Must_PWM_24V_35A_2930,Must,PWM,24.0,35.0,0.93,59259
Souer_MPPT_60V_40A_2931,Souer,MPPT,60.0,40.0,0.92,215824
Epever_MPPT_60V_20A_2932,Epever,MPPT,60.0,20.0,0.92,89087
Epever_PWM_60V_10A_2933,Epever,PWM,60.0,10.0,0.92,142744
Must_PWM_36V_25A_2934,Must,PWM,36.0,25.0,0.94,41522
Livoltek_MPPT_150V_60A_2935,Livoltek,MPPT,150.0,60.0,0.92,215492
SRNE_PWM_60V_30A_2936,SRNE,PWM,60.0,30.0,0.94,42658
Schneider Electric_PWM_60V_20A_2937,Schneider Electric,PWM,60.0,20.0,0.94,163202
Xtra Power_PWM_36V_10A_2938,Xtra Power,PWM,36.0,10.0,0.94,87104
Epever_PWM_60V_75A_2939,Epever,PWM,60.0,75.0,0.94,140799
SRNE_PWM_36V_15A_2940,SRNE,PWM,36.0,15.0,0.94,44430
Livoltek_MPPT_60V_95A_2941,Livoltek,MPPT,60.0,95.0,0.93,244594
Techfine_PWM_36V_60A_2942,Techfine,PWM,36.0,60.0,0.95,144987
Felicity_MPPT_24V_90A_2943,Felicity,MPPT,24.0,90.0,0.93,47282
Souer_PWM_60V_50A_2944,Souer,PWM,60.0,50.0,0.93,195398
Techfine_PWM_24V_55A_2945,Techfine,PWM,24.0,55.0,0.92,106290
Felicity_PWM_36V_80A_2946,Felicity,PWM,36.0,80.0,0.91,69243
Growatt_MPPT_150V_35A_2947,Growatt,MPPT,150.0,35.0,0.95,76482
Anern_MPPT_60V_40A_2948,Anern,MPPT,60.0,40.0,0.92,116223
Growatt_PWM_48V_35A_2949,Growatt,PWM,48.0,35.0,0.92,31018
Livoltek_PWM_36V_10A_2950,Livoltek,PWM,36.0,10.0,0.91,228876
Livoltek_MPPT_100V_65A_2951,Livoltek,MPPT,100.0,65.0,0.93,195374
SRNE_MPPT_36V_85A_2952,SRNE,MPPT,36.0,85.0,0.95,30579
Epever_PWM_60V_85A_2953,Epever,PWM,60.0,85.0,0.93,107364
Xtra Power_MPPT_100V_85A_2954,Xtra Power,MPPT,100.0,85.0,0.94,122030
Must_MPPT_60V_65A_2955,Must,MPPT,60.0,65.0,0.94,40143
Growatt_MPPT_100V_95A_2956,Growatt,MPPT,100.0,95.0,0.92,73091
Schneider Electric_PWM_24V_25A_2957,Schneider Electric,PWM,24.0,25.0,0.94,204398
Souer_MPPT_100V_25A_2958,Souer,MPPT,100.0,25.0,0.94,172610
Felicity_PWM_48V_20A_2959,Felicity,PWM,48.0,20.0,0.91,57626
Growatt_PWM_24V_50A_2960,Growatt,PWM,24.0,50.0,0.92,59450
Xtra Power_MPPT_150V_35A_2961,Xtra Power,MPPT,150.0,35.0,0.94,128997
Felicity_MPPT_150V_50A_2962,Felicity,MPPT,150.0,50.0,0.92,63485
Must_PWM_12V_65A_2963,Must,PWM,12.0,65.0,0.91,73304
Livoltek_PWM_24V_80A_2964,Livoltek,PWM,24.0,80.0,0.95,161792
Epever_PWM_60V_70A_2965,Epever,PWM,60.0,70.0,0.92,104802
Epever_PWM_24V_70A_2966,Epever,PWM,24.0,70.0,0.94,121830
Livoltek_PWM_48V_25A_2967,Livoltek,PWM,48.0,25.0,0.93,180584
Techfine_PWM_12V_15A_2968,Techfine,PWM,12.0,15.0,0.94,83951
Livoltek_MPPT_24V_90A_2969,Livoltek,MPPT,24.0,90.0,0.92,193129
SRNE_PWM_48V_25A_2970,SRNE,PWM,48.0,25.0,0.93,31225
SRNE_PWM_48V_40A_2971,SRNE,PWM,48.0,40.0,0.94,64031
Schneider Electric_MPPT_24V_90A_2972,Schneider Electric,MPPT,24.0,90.0,0.92,217439
Felicity_PWM_36V_50A_2973,Felicity,PWM,36.0,50.0,0.93,72644
Anern_PWM_36V_25A_2974,Anern,PWM,36.0,25.0,0.93,109946
Growatt_MPPT_150V_55A_2975,Growatt,MPPT,150.0,55.0,0.93,28541
Xtra Power_PWM_24V_70A_2976,Xtra Power,PWM,24.0,70.0,0.93,80924
Anern_MPPT_12V_15A_2977,Anern,MPPT,12.0,15.0,0.93,141039
Epever_MPPT_12V_15A_2978,Epever,MPPT,12.0,15.0,0.92,123658
Epever_PWM_12V_70A_2979,Epever,PWM,12.0,70.0,0.93,119786
Must_MPPT_100V_90A_2980,Must,MPPT,100.0,90.0,0.94,46966
