panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_NGN
Renogy_420W_Polycrystalline_2202,Renogy,Polycrystalline,420.0,12.0,0.78,0.04,0.09,1.84,0.99,1.82,133242
Mercury_180W_Half-Cut_2203,Mercury,Half-Cut,180.0,24.0,0.79,0.05,0.11,1.55,0.91,1.41,31055
Prag_600W_Polycrystalline_2204,Prag,Polycrystalline,600.0,24.0,0.8,0.05,0.08,2.04,1.0,2.04,82354
Suntech_140W_Polycrystalline_2205,Suntech,Polycrystalline,140.0,36.0,0.79,0.06,0.09,1.08,0.62,0.67,51686
Jinko Solar_50W_Monocrystalline_2206,Jinko Solar,Monocrystalline,50.0,48.0,0.81,0.04,0.11,1.22,0.59,0.72,16147
Jinko Solar_90W_Monocrystalline_2207,Jinko Solar,Monocrystalline,90.0,24.0,0.81,0.05,0.1,1.02,0.52,0.53,20716
Vsun Solar_400W_Monocrystalline_2208,Vsun Solar,Monocrystalline,400.0,48.0,0.79,0.05,0.12,1.77,0.99,1.75,123137
Felicity_320W_Monocrystalline_2209,Felicity,Monocrystalline,320.0,24.0,0.79,0.05,0.11,1.65,0.91,1.5,75181
Must_220W_Monocrystalline_2210,Must,Monocrystalline,220.0,48.0,0.82,0.04,0.11,1.54,0.97,1.49,36054
Auxano Solar_210W_Bifacial_2211,Auxano Solar,Bifacial,210.0,12.0,0.8,0.04,0.1,1.54,0.86,1.32,62181
Felicity_80W_Bifacial_2212,Felicity,Bifacial,80.0,24.0,0.81,0.06,0.1,1.29,0.58,0.75,14268
Vsun Solar_70W_Half-Cut_2213,Vsun Solar,Half-Cut,70.0,48.0,0.8,0.05,0.1,1.29,0.51,0.66,24346
Suntech_400W_Half-Cut_2214,Suntech,Half-Cut,400.0,24.0,0.81,0.05,0.11,1.71,0.99,1.69,158890
Renogy_190W_Polycrystalline_2215,Renogy,Polycrystalline,190.0,48.0,0.8,0.05,0.09,1.54,0.98,1.51,83863
Canadian Solar_160W_Polycrystalline_2216,Canadian Solar,Polycrystalline,160.0,12.0,0.79,0.05,0.08,1.55,0.81,1.26,58071
Canadian Solar_350W_Monocrystalline_2217,Canadian Solar,Monocrystalline,350.0,24.0,0.82,0.06,0.09,1.7,0.93,1.58,157036
Trina Solar_110W_Bifacial_2218,Trina Solar,Bifacial,110.0,12.0,0.8,0.04,0.1,1.11,0.59,0.65,25903
Vsun Solar_600W_Half-Cut_2219,Vsun Solar,Half-Cut,600.0,36.0,0.78,0.06,0.1,2.02,1.0,2.02,200329
Canadian Solar_230W_Half-Cut_2220,Canadian Solar,Half-Cut,230.0,12.0,0.82,0.05,0.08,1.5,0.81,1.22,76971
Must_120W_Half-Cut_2221,Must,Half-Cut,120.0,36.0,0.81,0.04,0.1,1.26,0.62,0.78,29332
Felicity_540W_Polycrystalline_2222,Felicity,Polycrystalline,540.0,12.0,0.81,0.04,0.08,2.04,1.0,2.04,117030
Prag_520W_Monocrystalline_2223,Prag,Monocrystalline,520.0,24.0,0.81,0.05,0.09,2.02,1.0,2.02,108621
Vsun Solar_400W_Bifacial_2224,Vsun Solar,Bifacial,400.0,12.0,0.79,0.04,0.1,1.83,1.0,1.83,104215
Prag_570W_Monocrystalline_2225,Prag,Monocrystalline,570.0,48.0,0.78,0.05,0.1,2.01,1.0,2.01,129515
JA Solar_570W_Bifacial_2226,JA Solar,Bifacial,570.0,36.0,0.82,0.04,0.11,2.02,1.0,2.02,208614
Felicity_570W_Bifacial_2227,Felicity,Bifacial,570.0,12.0,0.79,0.06,0.1,2.0,1.0,2.0,114217
JA Solar_570W_Half-Cut_2228,JA Solar,Half-Cut,570.0,48.0,0.79,0.05,0.09,2.03,1.0,2.03,239430
Auxano Solar_280W_Bifacial_2229,Auxano Solar,Bifacial,280.0,36.0,0.79,0.05,0.09,1.7,0.96,1.63,81484
Must_240W_Monocrystalline_2230,Must,Monocrystalline,240.0,36.0,0.79,0.05,0.09,1.53,0.82,1.25,35714
Jinko Solar_270W_Monocrystalline_2231,Jinko Solar,Monocrystalline,270.0,12.0,0.79,0.05,0.09,1.68,0.98,1.65,62667
Mercury_350W_Half-Cut_2232,Mercury,Half-Cut,350.0,24.0,0.82,0.05,0.12,1.66,0.94,1.56,81241
Felicity_600W_Half-Cut_2233,Felicity,Half-Cut,600.0,12.0,0.8,0.04,0.1,2.02,1.0,2.02,137717
Vsun Solar_270W_Half-Cut_2234,Vsun Solar,Half-Cut,270.0,36.0,0.81,0.06,0.11,1.61,0.91,1.47,62930
Prag_360W_Bifacial_2235,Prag,Bifacial,360.0,36.0,0.8,0.04,0.11,1.81,1.0,1.81,73720
Sukam_50W_Monocrystalline_2236,Sukam,Monocrystalline,50.0,48.0,0.79,0.06,0.1,1.09,0.56,0.61,9994
Jinko Solar_150W_Half-Cut_2237,Jinko Solar,Half-Cut,150.0,48.0,0.78,0.05,0.08,1.2,0.64,0.77,42150
Prag_180W_Polycrystalline_2238,Prag,Polycrystalline,180.0,12.0,0.78,0.06,0.1,1.51,0.99,1.49,38578
Felicity_100W_Polycrystalline_2239,Felicity,Polycrystalline,100.0,36.0,0.82,0.05,0.09,1.29,0.67,0.86,16629
JA Solar_540W_Bifacial_2240,JA Solar,Bifacial,540.0,24.0,0.81,0.04,0.08,2.02,1.0,2.02,210214
Renogy_360W_Bifacial_2241,Renogy,Bifacial,360.0,24.0,0.8,0.05,0.1,1.7,1.0,1.7,139479
Vsun Solar_360W_Half-Cut_2242,Vsun Solar,Half-Cut,360.0,24.0,0.8,0.06,0.12,1.89,0.99,1.87,82253
Trina Solar_300W_Bifacial_2243,Trina Solar,Bifacial,300.0,36.0,0.79,0.05,0.12,1.61,0.91,1.47,104748
Felicity_390W_Bifacial_2244,Felicity,Bifacial,390.0,36.0,0.81,0.05,0.1,1.83,1.0,1.83,95750
Jinko Solar_390W_Bifacial_2245,Jinko Solar,Bifacial,390.0,24.0,0.82,0.04,0.09,1.89,1.0,1.89,99944
Felicity_380W_Polycrystalline_2246,Felicity,Polycrystalline,380.0,48.0,0.81,0.05,0.1,1.95,1.0,1.95,60731
Felicity_570W_Polycrystalline_2247,Felicity,Polycrystalline,570.0,12.0,0.79,0.05,0.09,2.03,1.0,2.03,123525
JA Solar_120W_Monocrystalline_2248,JA Solar,Monocrystalline,120.0,36.0,0.81,0.05,0.11,1.25,0.57,0.71,47987
Felicity_530W_Bifacial_2249,Felicity,Bifacial,530.0,36.0,0.79,0.05,0.11,2.03,1.0,2.03,81865
Suntech_80W_Bifacial_2250,Suntech,Bifacial,80.0,24.0,0.81,0.05,0.1,1.14,0.65,0.74,28568
Renogy_510W_Bifacial_2251,Renogy,Bifacial,510.0,24.0,0.79,0.06,0.1,2.0,1.0,2.0,198301
Prag_280W_Monocrystalline_2252,Prag,Monocrystalline,280.0,12.0,0.78,0.06,0.09,1.67,0.99,1.65,38116
Felicity_120W_Half-Cut_2253,Felicity,Half-Cut,120.0,24.0,0.78,0.05,0.09,1.05,0.68,0.71,23392
Sukam_440W_Monocrystalline_2254,Sukam,Monocrystalline,440.0,12.0,0.82,0.05,0.1,1.94,1.0,1.94,77151
Must_290W_Polycrystalline_2255,Must,Polycrystalline,290.0,36.0,0.82,0.06,0.1,1.69,0.91,1.54,59253
Sukam_480W_Half-Cut_2256,Sukam,Half-Cut,480.0,12.0,0.82,0.06,0.11,2.02,1.0,2.02,97392
Vsun Solar_510W_Bifacial_2257,Vsun Solar,Bifacial,510.0,48.0,0.81,0.05,0.09,2.03,1.0,2.03,163072
JA Solar_330W_Monocrystalline_2258,JA Solar,Monocrystalline,330.0,48.0,0.81,0.04,0.08,1.68,0.98,1.65,109924
Suntech_280W_Half-Cut_2259,Suntech,Half-Cut,280.0,24.0,0.8,0.05,0.1,1.6,0.98,1.57,105345
Prag_140W_Polycrystalline_2260,Prag,Polycrystalline,140.0,48.0,0.81,0.06,0.11,1.12,0.58,0.65,27130
Auxano Solar_150W_Polycrystalline_2261,Auxano Solar,Polycrystalline,150.0,36.0,0.81,0.05,0.08,1.0,0.54,0.54,36579
Mercury_380W_Monocrystalline_2262,Mercury,Monocrystalline,380.0,12.0,0.82,0.04,0.11,1.71,0.99,1.69,55118
Suntech_70W_Half-Cut_2263,Suntech,Half-Cut,70.0,12.0,0.81,0.06,0.11,1.13,0.63,0.71,28259
Canadian Solar_180W_Bifacial_2264,Canadian Solar,Bifacial,180.0,36.0,0.81,0.05,0.11,1.53,0.86,1.32,61341
Sukam_370W_Bifacial_2265,Sukam,Bifacial,370.0,48.0,0.8,0.05,0.09,1.76,0.99,1.74,70823
Vsun Solar_390W_Bifacial_2266,Vsun Solar,Bifacial,390.0,36.0,0.81,0.06,0.11,1.81,0.99,1.79,121435
Auxano Solar_400W_Polycrystalline_2267,Auxano Solar,Polycrystalline,400.0,12.0,0.8,0.05,0.1,1.75,1.0,1.75,133320
Jinko Solar_220W_Half-Cut_2268,Jinko Solar,Half-Cut,220.0,36.0,0.78,0.05,0.11,1.5,0.9,1.35,51657
Jinko Solar_520W_Bifacial_2269,Jinko Solar,Bifacial,520.0,48.0,0.79,0.04,0.11,2.03,1.0,2.03,157622
JA Solar_90W_Bifacial_2270,JA Solar,Bifacial,90.0,12.0,0.79,0.04,0.08,1.11,0.61,0.68,37383
JA Solar_390W_Bifacial_2271,JA Solar,Bifacial,390.0,12.0,0.8,0.05,0.08,1.88,0.99,1.86,172344
Mercury_160W_Half-Cut_2272,Mercury,Half-Cut,160.0,48.0,0.8,0.05,0.1,1.53,0.92,1.41,24267
Canadian Solar_440W_Polycrystalline_2273,Canadian Solar,Polycrystalline,440.0,12.0,0.79,0.05,0.1,1.76,0.99,1.74,155554
Mercury_450W_Bifacial_2274,Mercury,Bifacial,450.0,24.0,0.79,0.05,0.08,1.74,1.0,1.74,81610
Jinko Solar_460W_Polycrystalline_2275,Jinko Solar,Polycrystalline,460.0,36.0,0.79,0.04,0.09,2.0,1.0,2.0,112584
Felicity_290W_Polycrystalline_2276,Felicity,Polycrystalline,290.0,36.0,0.79,0.05,0.09,1.61,0.91,1.47,52996
Canadian Solar_550W_Polycrystalline_2277,Canadian Solar,Polycrystalline,550.0,12.0,0.81,0.04,0.11,2.02,1.0,2.02,191009
Sukam_480W_Monocrystalline_2278,Sukam,Monocrystalline,480.0,12.0,0.81,0.05,0.11,2.03,1.0,2.03,75207
Must_330W_Monocrystalline_2279,Must,Monocrystalline,330.0,24.0,0.81,0.05,0.08,1.65,0.97,1.6,61461
Canadian Solar_550W_Bifacial_2280,Canadian Solar,Bifacial,550.0,24.0,0.79,0.04,0.09,2.03,1.0,2.03,185160
Prag_260W_Half-Cut_2281,Prag,Half-Cut,260.0,24.0,0.8,0.04,0.11,1.69,1.0,1.69,60960
Felicity_270W_Bifacial_2282,Felicity,Bifacial,270.0,24.0,0.81,0.05,0.09,1.64,0.97,1.59,47535
Felicity_220W_Half-Cut_2283,Felicity,Half-Cut,220.0,12.0,0.81,0.06,0.08,1.51,0.84,1.27,32654
Prag_430W_Polycrystalline_2284,Prag,Polycrystalline,430.0,12.0,0.81,0.05,0.1,1.86,1.0,1.86,95815
Suntech_510W_Half-Cut_2285,Suntech,Half-Cut,510.0,36.0,0.82,0.05,0.1,2.03,1.0,2.03,183598
Felicity_550W_Bifacial_2286,Felicity,Bifacial,550.0,48.0,0.81,0.05,0.08,2.02,1.0,2.02,114686
Must_400W_Polycrystalline_2287,Must,Polycrystalline,400.0,12.0,0.82,0.06,0.1,1.71,1.0,1.71,63672
Renogy_260W_Polycrystalline_2288,Renogy,Polycrystalline,260.0,48.0,0.81,0.04,0.11,1.64,0.94,1.54,94699
Felicity_280W_Monocrystalline_2289,Felicity,Monocrystalline,280.0,24.0,0.8,0.06,0.11,1.66,0.93,1.54,47626
Felicity_360W_Bifacial_2290,Felicity,Bifacial,360.0,24.0,0.81,0.06,0.11,1.76,0.99,1.74,72226
Suntech_150W_Half-Cut_2291,Suntech,Half-Cut,150.0,12.0,0.81,0.05,0.11,1.03,0.64,0.66,58957
Sukam_430W_Polycrystalline_2292,Sukam,Polycrystalline,430.0,24.0,0.79,0.04,0.1,1.83,0.99,1.81,90424
Felicity_410W_Polycrystalline_2293,Felicity,Polycrystalline,410.0,36.0,0.81,0.05,0.1,1.78,0.99,1.76,71349
Mercury_440W_Polycrystalline_2294,Mercury,Polycrystalline,440.0,36.0,0.8,0.06,0.1,1.72,0.99,1.7,83662
Must_50W_Half-Cut_2295,Must,Half-Cut,50.0,36.0,0.78,0.06,0.09,1.21,0.5,0.6,7368
Mercury_220W_Half-Cut_2296,Mercury,Half-Cut,220.0,12.0,0.8,0.06,0.11,1.58,0.87,1.37,33769
Suntech_160W_Polycrystalline_2297,Suntech,Polycrystalline,160.0,12.0,0.8,0.05,0.09,1.52,0.88,1.34,54576
Mercury_180W_Monocrystalline_2298,Mercury,Monocrystalline,180.0,12.0,0.79,0.04,0.09,1.58,0.96,1.52,33031
Trina Solar_450W_Monocrystalline_2299,Trina Solar,Monocrystalline,450.0,24.0,0.82,0.06,0.1,1.88,0.99,1.86,116112
Trina Solar_570W_Bifacial_2300,Trina Solar,Bifacial,570.0,12.0,0.81,0.04,0.1,2.0,1.0,2.0,183642
Auxano Solar_50W_Monocrystalline_2301,Auxano Solar,Monocrystalline,50.0,24.0,0.81,0.05,0.12,1.29,0.58,0.75,11265
Suntech_460W_Half-Cut_2302,Suntech,Half-Cut,460.0,36.0,0.8,0.04,0.11,2.03,1.0,2.03,154467
Mercury_250W_Half-Cut_2303,Mercury,Half-Cut,250.0,12.0,0.79,0.05,0.1,1.54,0.89,1.37,61568
Renogy_240W_Half-Cut_2304,Renogy,Half-Cut,240.0,36.0,0.82,0.05,0.11,1.52,0.91,1.38,107038
LONGi Solar_240W_Half-Cut_2305,LONGi Solar,Half-Cut,240.0,24.0,0.81,0.04,0.11,1.52,0.82,1.25,100096
Sukam_540W_Bifacial_2306,Sukam,Bifacial,540.0,24.0,0.82,0.05,0.12,2.05,1.0,2.05,87134
LONGi Solar_420W_Half-Cut_2307,LONGi Solar,Half-Cut,420.0,36.0,0.81,0.06,0.08,1.77,0.99,1.75,187253
Canadian Solar_150W_Monocrystalline_2308,Canadian Solar,Monocrystalline,150.0,48.0,0.8,0.05,0.1,1.2,0.69,0.83,54338
Must_80W_Polycrystalline_2309,Must,Polycrystalline,80.0,24.0,0.79,0.05,0.09,1.06,0.63,0.67,15675
Jinko Solar_380W_Bifacial_2310,Jinko Solar,Bifacial,380.0,36.0,0.81,0.06,0.11,1.73,0.99,1.71,123356
Mercury_150W_Half-Cut_2311,Mercury,Half-Cut,150.0,36.0,0.81,0.06,0.08,1.16,0.68,0.79,26082
Must_370W_Monocrystalline_2312,Must,Monocrystalline,370.0,36.0,0.8,0.05,0.08,1.74,0.99,1.72,78228
Vsun Solar_300W_Monocrystalline_2313,Vsun Solar,Monocrystalline,300.0,24.0,0.8,0.05,0.11,1.67,0.9,1.5,74824
LONGi Solar_320W_Polycrystalline_2314,LONGi Solar,Polycrystalline,320.0,24.0,0.78,0.05,0.12,1.66,0.96,1.59,105601
Sukam_520W_Half-Cut_2315,Sukam,Half-Cut,520.0,24.0,0.79,0.05,0.09,2.02,1.0,2.02,125378
LONGi Solar_110W_Monocrystalline_2316,LONGi Solar,Monocrystalline,110.0,24.0,0.81,0.05,0.09,1.13,0.6,0.68,42906
LONGi Solar_440W_Bifacial_2317,LONGi Solar,Bifacial,440.0,12.0,0.8,0.04,0.1,1.88,1.0,1.88,185965
Auxano Solar_190W_Bifacial_2318,Auxano Solar,Bifacial,190.0,24.0,0.82,0.06,0.11,1.55,0.93,1.44,61170
Felicity_120W_Monocrystalline_2319,Felicity,Monocrystalline,120.0,48.0,0.81,0.05,0.09,1.03,0.67,0.69,23257
Must_110W_Half-Cut_2320,Must,Half-Cut,110.0,24.0,0.81,0.05,0.11,1.0,0.58,0.58,24160
Jinko Solar_350W_Half-Cut_2321,Jinko Solar,Half-Cut,350.0,48.0,0.8,0.06,0.11,1.62,0.99,1.6,87081
Prag_60W_Monocrystalline_2322,Prag,Monocrystalline,60.0,36.0,0.81,0.05,0.08,1.18,0.59,0.7,10364
Mercury_460W_Polycrystalline_2323,Mercury,Polycrystalline,460.0,24.0,0.81,0.05,0.11,2.04,1.0,2.04,98221
Suntech_600W_Bifacial_2324,Suntech,Bifacial,600.0,24.0,0.82,0.05,0.08,2.01,1.0,2.01,231685
Prag_210W_Polycrystalline_2325,Prag,Polycrystalline,210.0,24.0,0.79,0.04,0.1,1.56,0.95,1.48,36122
Jinko Solar_410W_Monocrystalline_2326,Jinko Solar,Monocrystalline,410.0,36.0,0.8,0.06,0.11,1.83,0.99,1.81,110293
Auxano Solar_550W_Polycrystalline_2327,Auxano Solar,Polycrystalline,550.0,12.0,0.8,0.05,0.09,2.0,1.0,2.0,176890
Mercury_480W_Half-Cut_2328,Mercury,Half-Cut,480.0,48.0,0.79,0.06,0.1,2.0,1.0,2.0,114774
Sukam_580W_Polycrystalline_2329,Sukam,Polycrystalline,580.0,36.0,0.82,0.05,0.12,2.03,1.0,2.03,140879
Renogy_310W_Bifacial_2330,Renogy,Bifacial,310.0,12.0,0.82,0.04,0.11,1.61,0.98,1.58,114922
Auxano Solar_290W_Bifacial_2331,Auxano Solar,Bifacial,290.0,12.0,0.79,0.04,0.09,1.62,0.93,1.51,68783
Auxano Solar_200W_Polycrystalline_2332,Auxano Solar,Polycrystalline,200.0,12.0,0.81,0.06,0.09,1.52,0.91,1.38,62712
Must_290W_Polycrystalline_2333,Must,Polycrystalline,290.0,24.0,0.82,0.04,0.09,1.7,0.97,1.65,69577
Canadian Solar_230W_Polycrystalline_2334,Canadian Solar,Polycrystalline,230.0,36.0,0.8,0.05,0.1,1.58,0.99,1.56,80223
Jinko Solar_120W_Monocrystalline_2335,Jinko Solar,Monocrystalline,120.0,24.0,0.79,0.04,0.12,1.23,0.6,0.74,40667
Prag_80W_Monocrystalline_2336,Prag,Monocrystalline,80.0,24.0,0.81,0.05,0.08,1.14,0.51,0.58,19797
Jinko Solar_220W_Half-Cut_2337,Jinko Solar,Half-Cut,220.0,48.0,0.79,0.05,0.12,1.52,0.85,1.29,68030
Mercury_460W_Monocrystalline_2338,Mercury,Monocrystalline,460.0,12.0,0.8,0.04,0.1,2.01,1.0,2.01,97215
Vsun Solar_410W_Half-Cut_2339,Vsun Solar,Half-Cut,410.0,12.0,0.79,0.05,0.09,1.92,0.99,1.9,140615
Auxano Solar_260W_Half-Cut_2340,Auxano Solar,Half-Cut,260.0,12.0,0.81,0.04,0.09,1.68,0.91,1.53,81019
Prag_280W_Polycrystalline_2341,Prag,Polycrystalline,280.0,36.0,0.81,0.05,0.12,1.61,0.92,1.48,57539
Trina Solar_290W_Monocrystalline_2342,Trina Solar,Monocrystalline,290.0,48.0,0.81,0.05,0.08,1.69,1.0,1.69,90825
Vsun Solar_330W_Monocrystalline_2343,Vsun Solar,Monocrystalline,330.0,24.0,0.81,0.06,0.09,1.69,0.96,1.62,80981
Mercury_270W_Polycrystalline_2344,Mercury,Polycrystalline,270.0,12.0,0.79,0.06,0.09,1.68,0.92,1.55,62703
Vsun Solar_250W_Bifacial_2345,Vsun Solar,Bifacial,250.0,36.0,0.78,0.05,0.09,1.5,0.89,1.33,58787
Trina Solar_540W_Polycrystalline_2346,Trina Solar,Polycrystalline,540.0,12.0,0.81,0.05,0.11,2.01,1.0,2.01,130584
Auxano Solar_570W_Bifacial_2347,Auxano Solar,Bifacial,570.0,12.0,0.8,0.05,0.1,2.01,1.0,2.01,148488
Jinko Solar_190W_Bifacial_2348,Jinko Solar,Bifacial,190.0,12.0,0.8,0.06,0.11,1.52,0.93,1.41,64388
Felicity_590W_Polycrystalline_2349,Felicity,Polycrystalline,590.0,24.0,0.8,0.05,0.11,2.03,1.0,2.03,89383
Auxano Solar_180W_Monocrystalline_2350,Auxano Solar,Monocrystalline,180.0,12.0,0.81,0.05,0.11,1.53,0.89,1.36,51120
Renogy_450W_Half-Cut_2351,Renogy,Half-Cut,450.0,12.0,0.78,0.04,0.11,1.88,1.0,1.88,146221
Mercury_520W_Polycrystalline_2352,Mercury,Polycrystalline,520.0,24.0,0.8,0.06,0.08,2.02,1.0,2.02,79409
Vsun Solar_480W_Polycrystalline_2353,Vsun Solar,Polycrystalline,480.0,24.0,0.78,0.05,0.11,2.02,1.0,2.02,154119
Auxano Solar_340W_Polycrystalline_2354,Auxano Solar,Polycrystalline,340.0,48.0,0.82,0.06,0.12,1.63,0.99,1.61,114354
Auxano Solar_250W_Polycrystalline_2355,Auxano Solar,Polycrystalline,250.0,48.0,0.8,0.05,0.12,1.51,0.84,1.27,77470
Sukam_80W_Half-Cut_2356,Sukam,Half-Cut,80.0,12.0,0.78,0.05,0.12,1.09,0.62,0.68,13195
JA Solar_350W_Bifacial_2357,JA Solar,Bifacial,350.0,48.0,0.81,0.06,0.09,1.66,0.91,1.51,130487
LONGi Solar_310W_Bifacial_2358,LONGi Solar,Bifacial,310.0,48.0,0.8,0.05,0.08,1.61,0.98,1.58,105181
Prag_100W_Monocrystalline_2359,Prag,Monocrystalline,100.0,24.0,0.8,0.06,0.1,1.05,0.68,0.71,23977
Vsun Solar_480W_Polycrystalline_2360,Vsun Solar,Polycrystalline,480.0,24.0,0.8,0.05,0.11,2.04,1.0,2.04,142923
Vsun Solar_180W_Bifacial_2361,Vsun Solar,Bifacial,180.0,48.0,0.82,0.05,0.08,1.59,0.91,1.45,43143
Vsun Solar_80W_Polycrystalline_2362,Vsun Solar,Polycrystalline,80.0,24.0,0.79,0.05,0.12,1.29,0.59,0.76,20895
Vsun Solar_160W_Monocrystalline_2363,Vsun Solar,Monocrystalline,160.0,48.0,0.82,0.06,0.11,1.6,0.83,1.33,52807
Auxano Solar_50W_Bifacial_2364,Auxano Solar,Bifacial,50.0,24.0,0.8,0.06,0.11,1.04,0.64,0.67,17449
Auxano Solar_520W_Monocrystalline_2365,Auxano Solar,Monocrystalline,520.0,24.0,0.81,0.06,0.11,2.03,1.0,2.03,181533
Auxano Solar_180W_Monocrystalline_2366,Auxano Solar,Monocrystalline,180.0,24.0,0.82,0.04,0.09,1.51,0.88,1.33,62895
Felicity_500W_Half-Cut_2367,Felicity,Half-Cut,500.0,48.0,0.79,0.05,0.1,2.04,1.0,2.04,93623
Suntech_160W_Polycrystalline_2368,Suntech,Polycrystalline,160.0,48.0,0.78,0.05,0.09,1.56,0.93,1.45,69919
Felicity_170W_Monocrystalline_2369,Felicity,Monocrystalline,170.0,24.0,0.79,0.05,0.09,1.54,0.94,1.45,25287
Auxano Solar_530W_Polycrystalline_2370,Auxano Solar,Polycrystalline,530.0,12.0,0.78,0.06,0.09,2.03,1.0,2.03,154173
Jinko Solar_280W_Half-Cut_2371,Jinko Solar,Half-Cut,280.0,48.0,0.79,0.06,0.1,1.63,0.94,1.53,81131
Auxano Solar_530W_Half-Cut_2372,Auxano Solar,Half-Cut,530.0,12.0,0.79,0.06,0.09,2.01,1.0,2.01,122985
Mercury_290W_Monocrystalline_2373,Mercury,Monocrystalline,290.0,12.0,0.82,0.06,0.09,1.67,0.95,1.59,54444
Mercury_380W_Bifacial_2374,Mercury,Bifacial,380.0,12.0,0.78,0.04,0.12,1.84,0.99,1.82,91931
Trina Solar_470W_Polycrystalline_2375,Trina Solar,Polycrystalline,470.0,36.0,0.79,0.04,0.11,2.04,1.0,2.04,159486
Sukam_250W_Polycrystalline_2376,Sukam,Polycrystalline,250.0,24.0,0.82,0.06,0.09,1.54,0.82,1.26,40420
Canadian Solar_240W_Half-Cut_2377,Canadian Solar,Half-Cut,240.0,48.0,0.79,0.05,0.12,1.54,0.87,1.34,83434
Trina Solar_340W_Bifacial_2378,Trina Solar,Bifacial,340.0,36.0,0.82,0.05,0.09,1.61,0.94,1.51,110528
Mercury_380W_Polycrystalline_2379,Mercury,Polycrystalline,380.0,12.0,0.81,0.05,0.11,1.9,0.99,1.88,88407
Jinko Solar_540W_Half-Cut_2380,Jinko Solar,Half-Cut,540.0,24.0,0.79,0.05,0.1,2.05,1.0,2.05,136628
Auxano Solar_70W_Monocrystalline_2381,Auxano Solar,Monocrystalline,70.0,12.0,0.81,0.04,0.11,1.24,0.67,0.83,18008
Mercury_220W_Half-Cut_2382,Mercury,Half-Cut,220.0,36.0,0.81,0.05,0.11,1.52,0.91,1.38,36888
Suntech_440W_Polycrystalline_2383,Suntech,Polycrystalline,440.0,36.0,0.81,0.06,0.1,1.74,0.99,1.72,184523
Felicity_250W_Monocrystalline_2384,Felicity,Monocrystalline,250.0,12.0,0.81,0.05,0.1,1.58,0.83,1.31,40671
Auxano Solar_110W_Half-Cut_2385,Auxano Solar,Half-Cut,110.0,36.0,0.79,0.06,0.09,1.01,0.69,0.7,29930
Sukam_50W_Bifacial_2386,Sukam,Bifacial,50.0,48.0,0.81,0.06,0.11,1.07,0.63,0.67,7816
Prag_470W_Half-Cut_2387,Prag,Half-Cut,470.0,48.0,0.82,0.05,0.09,2.01,1.0,2.01,110649
Auxano Solar_570W_Bifacial_2388,Auxano Solar,Bifacial,570.0,36.0,0.78,0.05,0.09,2.04,1.0,2.04,145103
Sukam_130W_Monocrystalline_2389,Sukam,Monocrystalline,130.0,12.0,0.81,0.04,0.11,1.29,0.53,0.68,26175
Jinko Solar_110W_Polycrystalline_2390,Jinko Solar,Polycrystalline,110.0,36.0,0.82,0.05,0.08,1.17,0.52,0.61,27288
Mercury_230W_Half-Cut_2391,Mercury,Half-Cut,230.0,24.0,0.81,0.05,0.09,1.6,0.9,1.44,51951
Auxano Solar_400W_Monocrystalline_2392,Auxano Solar,Monocrystalline,400.0,36.0,0.81,0.04,0.08,1.92,0.99,1.9,100256
Trina Solar_230W_Monocrystalline_2393,Trina Solar,Monocrystalline,230.0,24.0,0.8,0.05,0.08,1.55,0.91,1.41,78238
Vsun Solar_590W_Monocrystalline_2394,Vsun Solar,Monocrystalline,590.0,48.0,0.8,0.05,0.1,2.0,1.0,2.0,187185
Felicity_370W_Monocrystalline_2395,Felicity,Monocrystalline,370.0,12.0,0.8,0.05,0.12,1.95,0.99,1.93,69097
Jinko Solar_460W_Monocrystalline_2396,Jinko Solar,Monocrystalline,460.0,36.0,0.81,0.06,0.1,2.04,1.0,2.04,114890
Vsun Solar_550W_Polycrystalline_2397,Vsun Solar,Polycrystalline,550.0,48.0,0.8,0.06,0.11,2.01,1.0,2.01,177529
Jinko Solar_340W_Polycrystalline_2398,Jinko Solar,Polycrystalline,340.0,36.0,0.81,0.06,0.11,1.66,0.99,1.64,112874
Prag_340W_Monocrystalline_2399,Prag,Monocrystalline,340.0,48.0,0.81,0.04,0.12,1.63,0.91,1.48,70968
Felicity_460W_Half-Cut_2400,Felicity,Half-Cut,460.0,24.0,0.81,0.05,0.1,2.02,1.0,2.02,78415
Vsun Solar_560W_Monocrystalline_2401,Vsun Solar,Monocrystalline,560.0,24.0,0.78,0.06,0.11,2.02,1.0,2.02,156284
Prag_100W_Monocrystalline_2402,Prag,Monocrystalline,100.0,48.0,0.81,0.04,0.12,1.01,0.63,0.64,16777
Sukam_200W_Polycrystalline_2403,Sukam,Polycrystalline,200.0,24.0,0.81,0.06,0.09,1.54,0.84,1.29,47931
Trina Solar_180W_Monocrystalline_2404,Trina Solar,Monocrystalline,180.0,36.0,0.82,0.05,0.09,1.51,0.82,1.24,47859
Felicity_600W_Monocrystalline_2405,Felicity,Monocrystalline,600.0,36.0,0.81,0.06,0.09,2.01,1.0,2.01,93722
Felicity_600W_Polycrystalline_2406,Felicity,Polycrystalline,600.0,36.0,0.8,0.04,0.11,2.01,1.0,2.01,128062
